,stock,date,score,positive_score,negative_score,activity,avg_7_days,avg_14_days,avg_30_days
103,DG,2022-03-08,10,19,-6,9,-3,-3,3
104,DIS,2022-03-08,1,11,-15,42,6,3,10
105,DISCA,2022-03-08,7,17,0,5,8,7,11
106,DISCB,2022-03-08,-2,17,-14,34,-9,-11,-9
107,DISCK,2022-03-08,-2,0,-7,4,7,7,10
108,DKNG,2022-03-08,9,13,-18,15,10,8,11
109,DLO,2022-03-08,-20,0,-20,1,10,10,10
110,DLTR,2022-03-08,1,13,-10,20,-7,-5,-2
111,DNKN,2022-03-08,6,6,0,1,-8,-8,-6
112,DNUT,2022-03-08,0,0,0,1,0,5,4
113,DOCU,2022-03-08,11,17,0,3,3,4,4
114,DUK,2022-03-08,14,14,0,1,9,5,5
115,DVN,2022-03-08,20,20,0,2,14,14,13
116,DXYN,2022-03-08,-19,0,-19,9,-2,-1,0
117,EAR,2022-03-08,-18,0,-18,1,3,3,3
118,EB,2022-03-08,17,17,0,2,0,1,3
119,EBAY,2022-03-08,0,14,-10,8,-3,-4,-1
120,ED,2022-03-08,8,15,-19,7,5,-1,-3
121,EFX,2022-03-08,0,0,0,1,-6,-5,0
122,EMR,2022-03-08,19,19,0,1,11,8,9
123,ENB,2022-03-08,-13,0,-13,1,-2,-3,-3
124,ENSV,2022-03-08,17,17,0,1,22,19,16
125,EPAM,2022-03-08,-14,0,-14,1,-20,-20,-20
126,ERIC,2022-03-08,20,20,0,1,-8,-5,0
127,ET,2022-03-08,19,19,0,1,12,10,11
128,ETSY,2022-03-08,-6,13,-16,13,0,-4,-1
129,EXC,2022-03-08,17,17,0,1,13,5,7
130,EXPE,2022-03-08,-2,11,-16,4,-3,-1,8
131,F,2022-03-08,2,17,-13,25,9,-6,-6
132,FAST,2022-03-08,20,20,0,1,10,8,9
133,FB,2022-03-08,1,14,-17,31,-13,-17,-7
134,FDX,2022-03-08,0,13,-15,15,-10,-12,-13
135,FISV,2022-03-08,0,0,0,1,5,3,6
136,FL,2022-03-08,17,20,0,7,-1,-4,3
137,FPAY,2022-03-08,20,20,0,1,16,11,8
138,FREE,2022-03-08,1,12,-20,4,2,0,2
139,FRO,2022-03-08,25,25,0,19,13,10,7
140,FSLY,2022-03-08,0,9,-16,33,8,6,7
141,FSR,2022-03-08,12,12,0,1,22,19,20
142,FTCH,2022-03-08,-6,9,-13,3,3,3,3
143,FTNT,2022-03-08,6,10,0,5,4,2,2
144,FTSI,2022-03-08,-3,12,-14,5,-11,-7,-4
145,FUSE,2022-03-08,19,19,0,1,22,15,16
146,FVRR,2022-03-08,-3,19,-18,5,-3,-1,3
147,GBR,2022-03-08,-11,0,-11,2,10,10,11
148,GD,2022-03-08,15,15,0,2,1,-1,2
149,GEO,2022-03-08,11,11,0,1,-15,-17,-6
150,GEVO,2022-03-08,20,20,0,1,10,7,8
151,GLBS,2022-03-08,19,19,0,1,10,9,7
152,GM,2022-03-08,5,17,-9,33,1,4,6
153,GMBL,2022-03-08,7,7,0,1,6,6,7
154,GME,2022-03-08,19,36,-3,191,11,12,14
155,GNC,2022-03-08,6,6,0,1,-5,-8,-4
156,GNOG,2022-03-08,0,0,0,1,6,6,7
157,GOEV,2022-03-08,0,0,0,1,6,8,4
158,GOOG,2022-03-08,2,12,-12,22,-17,-19,-18
159,GOOGL,2022-03-08,7,19,-20,5,13,7,14
160,GOVX,2022-03-08,-18,0,-18,1,-1,-2,2
161,GPC,2022-03-08,0,0,0,1,4,6,9
162,GRVI,2022-03-08,15,15,0,1,6,5,6
163,GRWG,2022-03-08,13,13,0,1,4,4,7
164,GS,2022-03-08,14,17,-9,8,15,9,5
165,GT,2022-03-08,-15,0,-15,1,-9,-6,0
166,HAL,2022-03-08,21,23,-19,17,-5,-4,5
167,HAPP,2022-03-08,19,19,0,1,0,0,3
168,HCP,2022-03-08,16,16,0,1,-1,-6,-3
169,HD,2022-03-08,9,14,0,6,5,4,8
170,HDB,2022-03-08,19,24,-18,25,-1,0,3
171,HIBB,2022-03-08,-19,0,-19,1,1,1,2
172,HLT,2022-03-08,-6,19,-19,3,1,4,7
173,HLTH,2022-03-08,-18,0,-18,1,4,6,6
174,HMC,2022-03-08,17,24,-15,59,6,4,9
175,HOOD,2022-03-08,17,19,0,8,9,9,8
176,HPE,2022-03-08,4,4,0,1,10,7,8
177,HPQ,2022-03-08,20,20,0,1,12,8,6
178,HSBC,2022-03-08,-10,0,-10,3,-17,-16,-17
179,HSY,2022-03-08,24,24,0,16,6,4,7
180,HTZ,2022-03-08,7,13,0,4,-6,-1,1
181,HUBS,2022-03-08,0,0,0,2,9,10,12
182,HUSA,2022-03-08,19,24,-6,28,23,19,14
183,HUYA,2022-03-08,13,13,0,1,2,-3,1
184,IBEX,2022-03-08,9,19,0,2,4,4,4
185,IBM,2022-03-08,13,13,0,2,8,8,9
186,IBN,2022-03-08,15,25,-12,34,-6,-5,-3
187,IDXX,2022-03-08,18,18,0,1,9,9,10
188,IGT,2022-03-08,-15,0,-15,2,7,9,8
189,IIVI,2022-03-08,-12,0,-12,1,1,4,6
190,IMMR,2022-03-08,5,8,0,5,0,-1,2
191,IMVT,2022-03-08,-12,0,-12,1,9,9,9
192,INFO,2022-03-08,19,19,0,2,13,14,14
193,INFY,2022-03-08,-3,19,-17,11,4,2,1
194,INO,2022-03-08,-16,0,-16,1,10,9,11
195,INSG,2022-03-08,17,17,0,1,3,5,7
196,IPOF,2022-03-08,3,20,0,6,12,14,13
197,ISIG,2022-03-08,-1,4,-17,4,-16,-12,-6
198,JACK,2022-03-08,2,20,-17,2,1,-2,-1
199,JBLU,2022-03-08,5,16,0,6,0,1,3
200,JD,2022-03-08,0,0,0,2,6,4,6
201,JPM,2022-03-08,13,13,0,1,-2,-5,1
202,JWN,2022-03-08,-12,0,-18,3,4,0,6
203,KMX,2022-03-08,19,19,0,1,15,9,10
204,KO,2022-03-08,-18,0,-18,3,-15,-8,-7
205,KR,2022-03-08,-2,7,-19,6,0,-7,-10
206,KSS,2022-03-08,3,12,-6,11,6,5,5
207,LCID,2022-03-08,14,14,0,3,25,22,25
208,LDOS,2022-03-08,-6,0,-6,1,8,6,8
209,LEA,2022-03-08,0,17,-17,2,4,2,4
210,LLNW,2022-03-08,17,17,0,2,7,7,7
211,LN,2022-03-08,13,20,0,3,4,4,7
212,LOVE,2022-03-08,20,20,0,4,14,12,11
213,LOW,2022-03-08,8,18,-7,5,3,4,9
214,LPX,2022-03-08,0,0,0,1,8,3,2
215,LUV,2022-03-08,3,15,0,20,5,5,4
216,LVS,2022-03-08,1,13,0,13,6,6,10
217,LYFT,2022-03-08,0,15,-9,21,-13,-14,-6
218,M,2022-03-08,-4,0,-15,7,2,2,7
219,MA,2022-03-08,3,17,-19,13,-27,-15,-5
220,MAR,2022-03-08,-2,19,-14,9,1,-3,3
221,MARA,2022-03-08,13,20,0,3,21,18,19
222,MARK,2022-03-08,7,7,0,1,10,9,11
223,MARPS,2022-03-08,23,23,0,19,17,16,13
224,MAS,2022-03-08,8,16,0,2,5,7,6
225,MCD,2022-03-08,-16,14,-25,53,-27,-19,-8
226,MCFE,2022-03-08,0,18,-17,3,-5,-3,-5
227,MCO,2022-03-08,-21,0,-21,23,-31,-23,-13
228,MDB,2022-03-08,20,20,0,1,11,8,8
229,MELI,2022-03-08,9,9,0,1,14,18,16
230,MGM,2022-03-08,3,17,-17,12,-4,-6,-5
231,MOS,2022-03-08,9,19,0,2,20,19,16
232,MP,2022-03-08,19,19,0,1,19,14,10
233,MPC,2022-03-08,19,19,0,1,3,2,3
234,MRO,2022-03-08,19,19,0,1,9,10,12
235,MRVL,2022-03-08,0,0,0,1,14,10,9
236,MS,2022-03-08,8,18,-7,4,1,-5,-3
237,MSFT,2022-03-08,10,18,-17,34,-5,-5,3
238,MSTR,2022-03-08,6,6,0,1,7,6,8
239,MTB,2022-03-08,20,20,0,1,7,6,7
240,MTH,2022-03-08,-5,0,-14,3,2,3,5
241,MTR,2022-03-08,20,20,0,1,12,8,9
242,NAT,2022-03-08,19,19,0,1,15,13,7
243,NCLH,2022-03-08,9,19,0,2,6,4,5
244,NCR,2022-03-08,-6,0,-9,6,-10,-2,0
245,NET,2022-03-08,35,37,-18,73,7,2,5
246,NFLX,2022-03-08,8,17,-19,28,-10,-13,4
247,NIHD,2022-03-08,0,0,0,1,-4,-2,2
248,NIO,2022-03-08,6,18,-9,25,5,6,11
249,NIU,2022-03-08,15,15,0,3,7,7,8
250,NKLA,2022-03-08,3,16,-16,14,3,4,6
251,NNOX,2022-03-08,20,20,0,3,11,6,4
252,NOVA,2022-03-08,0,0,0,1,9,7,7
253,NOW,2022-03-08,16,16,0,3,10,7,9
254,NTDOY,2022-03-08,4,19,-12,8,14,16,15
255,NTES,2022-03-08,0,0,0,5,6,2,4
256,NTNX,2022-03-08,0,12,-14,3,10,9,8
257,NTR,2022-03-08,9,18,-18,10,13,13,14
258,NUAN,2022-03-08,20,20,0,1,5,6,8
259,NVDA,2022-03-08,1,14,-15,18,14,2,8
260,NWS,2022-03-08,14,14,0,1,-15,-14,-17
261,NWSA,2022-03-08,6,17,-5,2,-11,-8,-13
262,OCGN,2022-03-08,9,9,0,1,15,17,19
263,ODP,2022-03-08,0,0,0,1,-6,-3,1
264,OGN,2022-03-08,0,0,0,1,11,13,14
265,OPEN,2022-03-08,-18,0,-18,1,9,9,11
266,ORCL,2022-03-08,17,23,-14,20,-3,5,12
267,OSTK,2022-03-08,5,20,-20,4,10,11,8
268,OXY,2022-03-08,16,16,0,3,13,11,15
269,PATH,2022-03-08,-18,0,-18,1,3,3,6
270,PAYS,2022-03-08,19,19,0,1,11,9,7
271,PAYX,2022-03-08,18,18,0,1,6,5,4
272,PBCT,2022-03-08,19,19,0,1,3,4,5
273,PED,2022-03-08,20,20,0,1,20,18,16
274,PENN,2022-03-08,7,7,0,1,10,11,13
275,PEP,2022-03-08,1,12,-10,3,-16,-13,-2
276,PFPT,2022-03-08,-15,0,-15,1,-6,-7,-3
277,PHI,2022-03-08,-15,0,-15,2,-7,-7,-3
278,PINS,2022-03-08,20,31,-11,64,1,1,4
279,PLTR,2022-03-08,20,21,0,26,24,14,15
280,POAI,2022-03-08,3,20,-14,2,4,7,5
281,PPG,2022-03-08,17,17,0,1,3,5,6
282,PRPL,2022-03-08,17,17,0,2,10,7,5
283,PRTY,2022-03-08,15,15,0,1,11,8,8
284,PSHG,2022-03-08,19,19,0,1,9,6,6
285,PSTH,2022-03-08,-16,0,-16,1,6,3,4
286,PUBM,2022-03-08,0,0,0,1,1,-2,2
287,PVH,2022-03-08,-18,0,-18,1,0,3,2
288,PXS,2022-03-08,-7,0,-7,2,9,8,8
289,PYPL,2022-03-08,1,15,-15,34,-15,-23,-10
290,QCOM,2022-03-08,4,20,0,5,14,11,14
291,QFIN,2022-03-08,20,20,0,1,5,7,6
292,QRHC,2022-03-08,4,4,0,1,8,2,4
293,RACE,2022-03-08,4,15,-12,18,14,15,16
294,RAD,2022-03-08,0,0,0,1,9,7,9
295,RBLX,2022-03-08,2,15,-11,49,4,-6,2
296,RCON,2022-03-08,19,19,0,2,17,13,11
297,REAL,2022-03-08,18,18,0,3,12,9,9
298,RES,2022-03-08,1,8,0,7,-7,-7,0
299,RESN,2022-03-08,-11,0,-11,1,-6,-6,-4
300,RFIL,2022-03-08,-10,0,-13,24,-21,-18,-9
301,RHT,2022-03-08,3,6,0,2,5,1,5
302,RIDE,2022-03-08,9,17,0,2,0,10,10
303,ROKU,2022-03-08,5,12,-19,15,2,-2,2
304,RPM,2022-03-08,37,38,0,111,4,3,4
305,RVLV,2022-03-08,6,6,0,1,6,5,8
306,RY,2022-03-08,20,20,0,1,13,13,13
307,SALM,2022-03-08,20,20,0,1,6,5,6
308,SAVE,2022-03-08,-10,17,-19,13,-2,-5,-1
309,SBUX,2022-03-08,-2,22,-23,56,-6,-6,-17
310,SCPE,2022-03-08,19,19,0,1,-1,-1,2
311,SEE,2022-03-08,0,0,0,1,2,4,5
312,SFT,2022-03-08,9,9,0,1,0,1,2
313,SHAK,2022-03-08,-9,0,-9,1,9,9,11
314,SHOP,2022-03-08,4,15,-20,10,8,8,12
315,SI,2022-03-08,0,0,0,1,5,7,7
316,SIX,2022-03-08,9,9,0,1,3,6,7
317,SLB,2022-03-08,20,20,0,1,17,14,17
318,SM,2022-03-08,6,14,-18,28,5,5,7
319,SNAP,2022-03-08,11,23,-15,46,1,4,7
320,SNOW,2022-03-08,6,6,0,1,8,8,13
321,SOFI,2022-03-08,6,20,-17,4,20,20,19
322,SPG,2022-03-08,20,20,0,1,6,6,10
323,SPLK,2022-03-08,0,0,0,3,9,8,11
324,SPOT,2022-03-08,-3,8,-11,7,17,6,6
325,SPY,2022-03-08,20,20,0,2,8,6,10
326,SQ,2022-03-08,1,20,-18,2,21,21,20
327,SRE,2022-03-08,19,19,0,3,8,7,6
328,STMP,2022-03-08,-4,11,-14,5,-11,-9,-11
329,SUNW,2022-03-08,20,20,0,1,13,10,10
330,SYY,2022-03-08,18,18,0,1,7,8,6
331,T,2022-03-08,-12,6,-17,4,3,2,7
332,TEAM,2022-03-08,0,0,0,1,10,9,9
333,TEF,2022-03-08,0,0,0,1,2,0,3
334,TFII,2022-03-08,0,0,0,1,3,9,13
335,TGT,2022-03-08,10,19,0,2,17,15,12
336,TLS,2022-03-08,18,18,0,1,16,14,15
337,TM,2022-03-08,41,44,-13,304,5,2,8
338,TMUS,2022-03-08,-7,19,-18,5,-8,-6,-4
339,TNK,2022-03-08,24,24,0,16,10,10,7
340,TOPS,2022-03-08,11,11,0,1,8,4,5
341,TREX,2022-03-08,17,17,0,1,4,3,8
342,TRIP,2022-03-08,7,7,0,1,-7,1,6
343,TRV,2022-03-08,-5,0,-5,1,-2,-2,0
344,TRVG,2022-03-08,-19,0,-19,1,2,5,5
345,TSLA,2022-03-08,7,23,-18,86,15,6,5
346,TSM,2022-03-08,6,6,0,1,10,9,15
347,TTCF,2022-03-08,-18,0,-18,1,0,1,1
348,TTM,2022-03-08,5,6,-16,57,9,10,11
349,TUP,2022-03-08,0,0,0,2,-9,-6,1
350,TWLO,2022-03-08,2,7,0,3,5,2,5
351,U,2022-03-08,15,15,0,1,11,10,13
352,UA,2022-03-08,10,10,0,5,11,5,5
353,UAA,2022-03-08,10,10,0,5,12,6,5
354,UAL,2022-03-08,19,19,0,3,13,10,11
355,UBER,2022-03-08,13,13,0,2,12,11,12
356,UGI,2022-03-08,-5,0,-5,1,1,2,2
357,UL,2022-03-08,18,18,0,1,-4,-5,-2
358,UNP,2022-03-08,20,20,0,1,12,3,3
359,UPS,2022-03-08,6,19,0,3,2,6,9
360,UPST,2022-03-08,0,19,-19,3,21,21,20
361,UPWK,2022-03-08,2,9,0,5,-13,-13,-2
362,URBN,2022-03-08,-19,0,-19,1,-5,-6,0
363,UXIN,2022-03-08,-13,0,-13,1,3,-2,-3
364,V,2022-03-08,20,20,0,1,9,8,9
365,VEON,2022-03-08,5,5,0,4,6,0,-2
366,VET,2022-03-08,0,0,0,1,4,4,4
367,VG,2022-03-08,-15,0,-15,1,2,4,3
368,VLO,2022-03-08,9,19,0,2,2,0,5
369,VRM,2022-03-08,15,15,0,1,6,6,5
370,VVNT,2022-03-08,20,20,0,1,4,3,-1
371,VZ,2022-03-08,1,17,-13,6,6,7,9
372,W,2022-03-08,2,10,-14,3,2,1,1
373,WB,2022-03-08,2,15,-20,91,0,-1,3
374,WBA,2022-03-08,18,18,0,1,12,11,9
375,WDAY,2022-03-08,0,0,0,3,10,9,8
376,WEC,2022-03-08,3,9,0,3,6,5,7
377,WIN,2022-03-08,20,20,0,1,12,14,18
378,WING,2022-03-08,5,7,0,3,1,-4,0
379,WISH,2022-03-08,18,18,0,2,16,10,12
380,WIT,2022-03-08,0,19,-20,3,0,-1,5
381,WKHS,2022-03-08,18,18,0,1,17,13,11
382,WM,2022-03-08,8,8,0,1,2,0,2
383,WMB,2022-03-08,-12,0,-12,1,5,5,7
384,WMT,2022-03-08,3,18,-18,46,8,5,7
385,WOLF,2022-03-08,0,0,0,1,3,4,7
386,WOOF,2022-03-08,18,18,0,6,14,13,12
387,WTI,2022-03-08,19,19,0,1,13,8,10
388,WTRE,2022-03-08,-5,0,-10,4,7,5,5
389,WYNN,2022-03-08,19,19,0,2,4,5,6
390,XCUR,2022-03-08,0,0,0,1,19,19,19
391,XOM,2022-03-08,29,35,-18,130,-14,-11,-7
392,XPO,2022-03-08,19,19,0,1,12,10,9
393,XRX,2022-03-08,-9,0,-17,2,-8,-5,-2
394,YEXT,2022-03-08,0,0,0,1,0,2,4
395,Z,2022-03-08,-2,20,-14,5,-6,-9,0
396,ZG,2022-03-08,-20,0,-20,1,-11,-11,-2
397,ZIM,2022-03-08,19,19,0,1,14,12,15
398,ZM,2022-03-08,9,9,0,4,13,10,10
399,ZNGA,2022-03-08,18,18,0,1,14,10,9
400,ZS,2022-03-08,4,9,-14,5,9,9,7
