timestamp,AGR,PLD,LCID,ES,CEI,GGPI
2022-03-04 14:30:00+00:00,-0.00862259562237444,-0.0012220576353353385,0.0017817371937638438,-0.0035015349194167378,0.008446819513876935,0.0040304523063146025
2022-03-04 14:31:00+00:00,-0.005129348795718247,0.0005494190651784692,0.00533570475767009,-0.0017448856799037182,0.0005128205128206442,-0.00535236396074934
2022-03-04 14:32:00+00:00,-0.003586639766868349,-0.0008085163724563804,0.005528527200353794,0.0005424627810259874,0.001708525542456929,-0.004484304932735439
2022-03-04 14:33:00+00:00,-0.0013498312710911176,-0.0012137559002023401,-0.0032988783813503453,0.0016867469879517927,0.002387856046392578,0.0
2022-03-04 14:34:00+00:00,0.0006758278891643155,0.002430461787739535,0.015887025595763493,-0.0016839066634591893,-0.0034030968181044674,-0.0055495495495495595
2022-03-04 14:35:00+00:00,0.0009004952723998816,-0.000439116379310156,-0.0008688097306689402,0.0021686746987952255,-0.001195151101246461,0.003768662124945754
2022-03-04 14:36:00+00:00,-0.0010121457489878916,0.0005740667372795549,-0.005652173913043401,0.0009016590526567114,-0.004957264957265006,0.0018050541516245744
2022-03-04 14:37:00+00:00,0.0004502983226388757,0.0010101010101011276,0.0008788806296458063,0.00246231457570123,-0.0017161999656415405,0.0013513513513514486
2022-03-04 14:38:00+00:00,-0.0002250478226624164,-0.0025563403969054432,-0.00044123878882140755,-0.0016774502755810827,-0.0020667663624740484,-0.004048582995951455
2022-03-04 14:39:00+00:00,0.0023635340461451992,-0.001955891279422861,-0.005463286713286664,0.0012602016322611487,-0.0005173305742368628,0.0018066847335138636
2022-03-04 14:40:00+00:00,-0.0002245677071636143,6.757669955415047e-05,-0.005493298176225014,0.0014983518130056162,-0.024154589371980673,-0.0027051397655545317
2022-03-04 14:41:00+00:00,-0.002021563342318178,-0.000675721332522583,-0.002209456473707516,0.00011968880909640767,0.0024752475247524774,-0.0006871609403255041
2022-03-04 14:42:00+00:00,0.0006752194463199857,0.0010818851849350164,-0.0022143489813993833,0.0011967448539971226,0.015696649029982357,0.0002352430241394643
2022-03-04 14:43:00+00:00,-0.0003441295546559031,-0.0014859844647078235,-0.004438526409232146,0.000358594310303717,-0.015280430630317587,-0.0032383536861149143
2022-03-04 14:44:00+00:00,0.0003442480205739784,-0.0011499695596294268,-0.005795809184128364,0.00035846576651921147,-0.005642743784165183,-0.0008349063452882666
2022-03-04 14:45:00+00:00,0.0005623031938821743,-0.00033861573885940466,-0.003143497757847502,-0.000955566172957445,-0.014718921794644402,0.0020617620345140253
2022-03-04 14:46:00+00:00,-0.0007867820613689513,0.0005419687013072938,-0.0035357783885667793,0.0008369201339071264,-0.00309035277177816,0.0014774261966699065
