timestamp,KKR,NKLA,LCID,BBIG,HYMC,CEI,PLTR,GME
2022-03-11 14:30:00+00:00,-0.006881996696641579,0.013767209011263937,0.001044495508669474,-0.004605465151980348,0.06464163822525593,-0.04752475247524757,0.00337268128161905,0.007712213291511505
2022-03-11 14:31:00+00:00,0.003788228772059421,0.006172839506172867,0.0033388981636059967,-0.004142063981669275,0.0001923446816696206,-0.043659043659043606,0.00546218487394956,-0.006442180867413438
2022-03-11 14:32:00+00:00,0.0014727540500736325,0.002282208588956891,0.0045757071547420924,0.014823008849557562,0.0064102564102563875,0.03152173913043477,-0.001253656498119593,-0.002687369363989167
2022-03-11 14:33:00+00:00,0.00588235294117645,0.0038439879538720856,-0.0016563146997928824,-0.001526051885764046,0.0382802547770702,-0.03667017913593251,-0.0015397489539749065,-0.0011779719250024634
2022-03-11 14:34:00+00:00,0.0,-0.0030487804878046587,-0.003318125259228477,-0.0065502183406114245,0.06128458376786683,0.02690877269744041,-0.00013409769016725637,-0.0013759213759213518
2022-03-11 14:35:00+00:00,-0.005208333333333259,-0.0006116207951071262,0.0012484394506866447,-0.015384615384615219,0.06930635838150301,-0.009373668512995259,-0.002095557418273275,0.0018698946954038842
2022-03-11 14:36:00+00:00,0.0006429686782400967,0.0012362301101591644,0.0012468827930174342,0.01116071428571419,-0.00464889994053741,0.03752688172042995,0.007139857202856037,-0.0023762278978388673
2022-03-11 14:37:00+00:00,-0.006792729943087883,-0.004290901089228694,-0.007899543378995455,-0.0026490066225166586,-0.03872264161190464,0.01554565239921235,-0.009674728940783917,0.00041257172003028586
2022-03-11 14:38:00+00:00,-0.0007393715341958984,0.003143032535297907,-0.0024979393046774545,-0.012704736609118972,-0.02259887005649719,-0.037655883253393196,-0.0021812363146370695,-0.007775590551181044
2022-03-11 14:39:00+00:00,-0.00018497965223829294,0.0011504663060240006,-0.0018875838926173394,-0.0046182127964847774,-0.023121387283236983,0.006255560704601537,0.0010043804491859376,-0.0021823231822239997
2022-03-11 14:40:00+00:00,-0.0002775208140610719,0.0024449877750609694,-0.0007816768228620097,0.006756756756756577,-0.00591715976331364,-0.0044261776794182195,0.002529510961214232,0.0008967094144547438
2022-03-11 14:41:00+00:00,0.0010178587952254237,-0.0006097560975608651,0.002254336232566656,-0.006711409395973034,-0.03571428571428559,-0.011220493278289334,0.0,-0.004610638437349213
2022-03-11 14:42:00+00:00,-0.0006470696986504709,-0.005491153142159866,0.003776751993285865,-0.0045045045045045695,0.018888888888888955,-0.004282196766941415,-0.001682085786375187,-0.0011574998004311166
2022-03-11 14:43:00+00:00,0.0010174821940616141,0.0,0.0008361204013378476,0.009049773755656076,-0.05488913122500905,-0.0053757660466616786,0.002527379949452513,0.003996003996004083
2022-03-11 14:44:00+00:00,-0.0007392348918868752,-0.0012269938650306678,0.0004177109440266502,0.0067264573991032695,0.009615384615384581,0.0037833747702951115,-0.0012605042016806678,0.002833830845771157
2022-03-11 14:45:00+00:00,0.00046236360273721466,-0.0012285012285011554,0.0,0.002182628062360692,-0.015873015873015817,-0.01410725823820802,-0.0025241901556583013,-0.00029567950722741987
2022-03-11 14:46:00+00:00,-0.002264534615029179,-0.00492004920049216,-8.350730688944097e-06,-0.013289479532423432,-0.012903225806451646,-0.009612233752048116,0.000843525938422518,-0.0055084114932261175
2022-03-11 14:47:00+00:00,0.0006021585066469104,-0.008640296662546398,-0.005866437298014948,-0.0029279279279280646,-0.05228758169934644,-0.0018749310687106169,-0.0037926675094817064,-0.0008982035928144505
2022-03-11 14:48:00+00:00,-0.0026849365799463953,-0.00250620316454897,-0.0001134010659700202,0.0013101423085613018,-0.01613793103448269,-0.0014364640883979263,-0.002115059221658222,-0.004994506043352276
2022-03-11 14:49:00+00:00,-0.0010211659858893052,0.002487499999999976,0.0030831786143337148,0.010647897491427472,0.0339268190102342,0.009516432444395262,0.0030097498940229173,-0.0005019576347755628
2022-03-11 14:50:00+00:00,-0.005482761825109206,0.0018828164939712622,-0.002512562814070307,-0.0044642857142858094,-0.01016949152542379,0.008440206072563905,-0.006491695194624114,-0.0008828846926477452
2022-03-11 14:51:00+00:00,0.001102597645300074,-0.0068450528935904975,0.00041561712846349685,-0.008968609865470878,0.041095890410958846,0.02565217391304353,-0.002867182248993849,-0.0028359710913914427
2022-03-11 14:52:00+00:00,-0.004834885848158499,-0.005012531328320802,-0.0012547262053134167,-0.0015837104072397024,0.026315789473684292,-0.019711742263671006,-0.0034129692832765013,-0.0021171489061396764
2022-03-11 14:53:00+00:00,-0.0003751641343088252,0.0025188916876572875,-0.0010504201680673342,-4.532064355322607e-05,-0.0064102564102563875,-0.0014054054054054577,0.0016010273972604239,0.0021216407355020284
2022-03-11 14:54:00+00:00,-0.0007074498029648879,-0.003140703517587995,-0.003751840168243925,-0.009699057287889667,-0.026387096774193486,-0.0076864782938183,-0.005060391325531932,-0.001915515676983559
2022-03-11 14:55:00+00:00,-0.00041876125538242714,-0.006792690611216123,-0.0015114541201902698,0.0,-0.012656550261745503,0.0,-0.002104901413290894,-0.004444444444444473
