,stock,date,score,positive_score,negative_score,activity,avg_7_days,avg_14_days,avg_30_days
490,S,2022-03-10,13,19,0,3,11,7,10
491,SAVE,2022-03-10,17,24,-11,28,3,-3,1
492,SB,2022-03-10,-2,8,-14,3,11,11,11
493,SBUX,2022-03-10,-10,19,-24,74,-6,-7,-16
494,SCHW,2022-03-10,-12,0,-12,1,2,1,1
495,SDC,2022-03-10,-4,0,-4,1,4,5,8
496,SEB,2022-03-10,19,19,0,1,-1,-6,-4
497,SFET,2022-03-10,-7,0,-7,1,7,7,3
498,SFIX,2022-03-10,-1,18,-14,5,2,2,4
499,SFM,2022-03-10,20,20,0,1,8,7,7
500,SHAK,2022-03-10,19,19,0,1,12,14,11
501,SHIP,2022-03-10,11,11,0,1,19,13,9
502,SHOP,2022-03-10,12,20,0,32,16,10,12
503,SI,2022-03-10,0,0,0,5,8,8,9
504,SID,2022-03-10,-8,0,-8,1,3,4,3
505,SIVB,2022-03-10,-11,0,-11,1,6,6,5
506,SKLZ,2022-03-10,18,18,0,1,8,7,7
507,SKT,2022-03-10,17,17,0,1,9,4,6
508,SLB,2022-03-10,12,19,0,3,16,15,17
509,SLM,2022-03-10,3,12,0,4,0,2,6
510,SM,2022-03-10,-2,14,-17,45,5,5,7
511,SMSI,2022-03-10,-10,0,-10,1,2,6,5
512,SNAP,2022-03-10,7,16,-12,21,4,4,8
513,SNDL,2022-03-10,20,20,0,1,21,17,20
514,SNE,2022-03-10,18,18,0,1,13,13,11
515,SNOW,2022-03-10,-3,20,-19,6,11,9,14
516,SNPS,2022-03-10,18,18,0,1,5,3,4
517,SO,2022-03-10,20,20,0,1,8,8,7
518,SOFI,2022-03-10,17,17,0,5,20,21,20
519,SOL,2022-03-10,4,16,-19,3,8,11,7
520,SONM,2022-03-10,20,20,0,1,6,6,6
521,SPCE,2022-03-10,1,20,-18,2,4,6,10
522,SPGI,2022-03-10,17,17,0,1,14,14,12
523,SPI,2022-03-10,-5,0,-5,1,9,8,7
524,SPLK,2022-03-10,0,0,0,4,10,8,11
525,SPOT,2022-03-10,4,10,0,8,6,6,6
526,SPWR,2022-03-10,20,20,0,1,18,9,7
527,SPY,2022-03-10,15,28,-15,61,11,8,10
528,SQ,2022-03-10,6,20,0,7,24,24,21
529,SRRK,2022-03-10,6,6,0,1,3,6,5
530,SSSS,2022-03-10,0,0,0,1,9,11,4
531,STLA,2022-03-10,0,0,0,1,9,8,5
532,STM,2022-03-10,-7,0,-7,1,5,5,5
533,STMP,2022-03-10,8,18,-15,27,-9,-10,-12
534,STT,2022-03-10,0,0,0,6,15,14,10
535,SU,2022-03-10,19,19,0,1,13,10,8
536,SUNW,2022-03-10,19,19,0,1,17,13,11
537,SURF,2022-03-10,17,17,0,1,8,8,8
538,SWI,2022-03-10,0,0,-4,38,3,-2,1
539,SYF,2022-03-10,19,19,0,1,8,5,7
540,SYK,2022-03-10,-10,0,-10,1,-2,-2,4
541,SYRS,2022-03-10,17,17,0,1,14,11,7
542,T,2022-03-10,6,16,-12,10,3,4,7
543,TANH,2022-03-10,20,20,0,1,12,9,6
544,TDOC,2022-03-10,0,20,-20,2,7,7,9
545,TEN,2022-03-10,0,0,0,1,8,8,6
546,TER,2022-03-10,0,0,0,2,9,9,9
547,TFII,2022-03-10,0,0,0,1,12,12,15
548,TGT,2022-03-10,18,18,0,2,21,16,15
549,THG,2022-03-10,11,11,0,1,1,1,3
550,TIF,2022-03-10,-34,0,-36,167,-2,-8,-5
551,TLRY,2022-03-10,19,19,0,2,21,18,19
552,TLS,2022-03-10,5,20,0,4,17,15,14
553,TM,2022-03-10,10,26,-16,68,14,1,8
554,TME,2022-03-10,7,20,-6,2,5,5,6
555,TMUS,2022-03-10,2,15,-20,14,-5,-5,-4
556,TOST,2022-03-10,0,0,0,1,8,5,4
557,TQQQ,2022-03-10,-10,0,-10,1,15,13,12
558,TREX,2022-03-10,16,16,0,2,6,3,7
559,TRIP,2022-03-10,0,0,0,2,-4,-4,5
560,TRU,2022-03-10,10,20,0,2,6,4,7
561,TSCO,2022-03-10,-5,0,-13,5,7,5,5
562,TSLA,2022-03-10,10,28,-15,142,20,6,4
563,TSM,2022-03-10,-9,0,-14,3,11,8,14
564,TT,2022-03-10,17,17,0,1,8,7,8
565,TTD,2022-03-10,0,0,0,1,19,19,16
566,TTM,2022-03-10,2,19,-19,10,9,10,13
567,TUP,2022-03-10,0,20,-20,2,-5,-5,1
568,TWLO,2022-03-10,5,18,0,10,7,4,6
569,TWNK,2022-03-10,-9,0,-13,3,-3,3,7
570,TXMD,2022-03-10,19,19,0,3,13,9,7
571,TXN,2022-03-10,-17,0,-17,6,5,5,8
572,U,2022-03-10,13,13,0,3,15,15,13
573,UA,2022-03-10,-6,8,-13,3,7,5,4
574,UAL,2022-03-10,14,14,0,4,13,11,11
575,UBER,2022-03-10,10,19,0,2,21,11,13
576,UBS,2022-03-10,18,18,0,1,9,7,7
577,UBX,2022-03-10,0,0,0,1,8,6,10
578,UDR,2022-03-10,18,18,0,1,5,3,3
579,UGI,2022-03-10,-20,0,-20,1,0,1,2
580,UK,2022-03-10,19,19,0,1,10,8,7
581,UL,2022-03-10,-9,0,-17,2,-3,-4,-2
582,UPS,2022-03-10,0,0,0,3,4,4,8
583,UPST,2022-03-10,4,7,0,2,23,23,21
584,UPWK,2022-03-10,-19,0,-19,4,-2,-12,-2
585,URBN,2022-03-10,8,16,0,2,-3,-2,1
586,USB,2022-03-10,0,0,0,1,8,9,8
587,USEG,2022-03-10,20,20,0,2,25,19,13
588,USWS,2022-03-10,10,19,0,2,25,21,17
589,UUU,2022-03-10,0,0,0,1,16,15,12
590,UUUU,2022-03-10,7,13,-9,6,15,18,16
591,UWMC,2022-03-10,13,13,0,1,4,5,4
592,V,2022-03-10,18,18,0,1,14,8,9
593,VAL,2022-03-10,20,20,0,1,17,14,11
594,VEEV,2022-03-10,6,6,0,1,8,6,7
595,VG,2022-03-10,-8,0,-16,2,4,4,3
596,VIPS,2022-03-10,18,18,0,1,9,7,7
597,VIVE,2022-03-10,13,13,0,1,9,8,13
598,VLO,2022-03-10,19,19,0,7,6,3,5
599,VMW,2022-03-10,1,18,0,14,9,7,9
600,VOYA,2022-03-10,19,19,0,1,0,0,3
601,VTNR,2022-03-10,19,19,0,2,10,7,7
602,VXRT,2022-03-10,18,18,0,2,6,8,7
603,VZ,2022-03-10,-3,20,-12,10,9,8,10
604,W,2022-03-10,0,0,0,1,3,2,1
605,WAL,2022-03-10,-12,0,-12,1,19,9,5
606,WB,2022-03-10,13,15,-16,219,3,2,3
607,WDAY,2022-03-10,0,0,0,1,9,9,7
608,WDC,2022-03-10,19,19,0,1,5,5,2
609,WFC,2022-03-10,-10,0,-15,3,-7,-6,-1
610,WHR,2022-03-10,11,11,0,2,-1,-2,2
611,WING,2022-03-10,15,24,-17,27,3,-1,0
612,WISH,2022-03-10,12,15,0,5,15,10,12
613,WIT,2022-03-10,-16,13,-19,13,1,-1,6
614,WIX,2022-03-10,-20,0,-20,1,-1,4,4
615,WKHS,2022-03-10,5,16,-6,2,17,13,12
616,WM,2022-03-10,-17,0,-17,5,-1,-1,0
617,WMB,2022-03-10,20,20,0,1,10,8,8
618,WMT,2022-03-10,2,16,-13,21,13,4,7
619,WOOF,2022-03-10,0,0,0,1,17,15,13
620,WRK,2022-03-10,3,6,0,2,7,9,7
621,WTRE,2022-03-10,3,16,-18,47,3,6,5
622,WTTR,2022-03-10,-17,0,-17,1,4,6,5
623,WU,2022-03-10,-9,0,-9,1,-1,-4,-3
624,X,2022-03-10,5,18,-7,2,15,15,11
625,XEL,2022-03-10,-3,13,-18,2,15,12,10
626,XELA,2022-03-10,19,19,0,4,20,15,16
627,XELB,2022-03-10,-5,9,-19,2,15,12,11
628,XOM,2022-03-10,7,17,-19,17,1,-4,-4
629,XPO,2022-03-10,10,20,0,2,10,11,10
630,XRX,2022-03-10,20,20,0,1,1,-2,-1
631,XYL,2022-03-10,0,0,0,1,0,4,5
632,YELP,2022-03-10,12,18,0,3,-4,-2,2
633,YETI,2022-03-10,7,19,0,8,5,3,5
634,YNDX,2022-03-10,4,4,0,1,4,1,1
635,Z,2022-03-10,-4,0,-15,4,-5,-8,0
636,ZEV,2022-03-10,16,16,0,1,11,12,8
637,ZG,2022-03-10,4,13,0,3,-6,-8,-1
638,ZIM,2022-03-10,0,0,0,1,18,13,16
639,ZM,2022-03-10,19,19,0,1,15,10,11
640,ZOM,2022-03-10,10,10,0,1,20,22,21
641,ZS,2022-03-10,0,19,-19,7,11,11,8
642,ZSAN,2022-03-10,20,20,0,1,20,16,12
