,stock,date,score,positive_score,negative_score,activity,avg_7_days,avg_14_days,avg_30_days
164,CZR,2022-03-10,-5,0,-5,1,7,7,9
165,D,2022-03-10,-18,0,-18,1,9,6,6
166,DAL,2022-03-10,10,19,0,2,8,3,3
167,DASH,2022-03-10,-2,15,-17,45,6,-1,-2
168,DB,2022-03-10,34,35,0,69,-6,-8,-7
169,DBX,2022-03-10,16,22,-17,50,3,3,2
170,DDD,2022-03-10,-16,0,-16,1,8,7,7
171,DDOG,2022-03-10,3,20,0,6,14,14,18
172,DE,2022-03-10,19,19,0,3,-4,2,4
173,DEH,2022-03-10,-17,0,-17,1,-9,-5,1
174,DG,2022-03-10,67,67,-13,2574,7,2,5
175,DHI,2022-03-10,19,19,0,1,6,8,6
176,DHT,2022-03-10,-9,0,-9,1,0,-3,-2
177,DIS,2022-03-10,0,12,-16,33,-2,4,11
178,DISCA,2022-03-10,9,12,0,7,7,7,12
179,DISCB,2022-03-10,8,16,-15,30,0,-11,-7
180,DISCK,2022-03-10,7,10,0,6,8,7,10
181,DISH,2022-03-10,15,15,0,2,8,8,7
182,DK,2022-03-10,0,0,0,1,7,7,5
183,DKL,2022-03-10,-16,0,-16,1,1,1,7
184,DKNG,2022-03-10,16,25,-14,60,10,8,11
185,DKS,2022-03-10,1,16,-15,4,8,6,7
186,DLB,2022-03-10,6,6,0,1,11,11,10
187,DLTR,2022-03-10,9,16,-7,7,-2,-4,-2
188,DM,2022-03-10,19,19,0,1,10,2,3
189,DNKN,2022-03-10,-26,0,-27,36,-14,-11,-8
190,DNN,2022-03-10,20,20,0,4,22,22,17
191,DNUT,2022-03-10,-3,19,-14,3,3,3,5
192,DOCN,2022-03-10,4,4,0,1,13,11,10
193,DOCU,2022-03-10,5,20,0,4,10,4,4
194,DTST,2022-03-10,20,20,0,2,15,13,8
195,DVN,2022-03-10,7,11,0,3,14,14,13
196,EB,2022-03-10,-17,0,-17,1,-3,-1,2
197,EBAY,2022-03-10,-3,8,-13,8,2,-2,0
198,ED,2022-03-10,3,7,0,2,3,-2,-4
199,EFX,2022-03-10,0,0,0,1,-4,-4,0
200,EHTH,2022-03-10,15,15,0,1,6,4,8
201,EMN,2022-03-10,-12,0,-12,1,-1,0,5
202,ENDP,2022-03-10,-17,0,-17,1,0,-3,-1
203,ENPH,2022-03-10,0,0,0,1,14,12,12
204,ENSV,2022-03-10,13,20,0,3,25,22,16
205,EOSE,2022-03-10,18,18,0,1,15,10,7
206,EPAM,2022-03-10,20,20,0,1,-10,-12,-12
207,EPD,2022-03-10,20,20,0,1,8,7,6
208,EQT,2022-03-10,0,0,0,1,3,3,3
209,ERIC,2022-03-10,7,15,0,2,-8,-7,-1
210,ES,2022-03-10,7,11,0,3,17,14,13
211,ESPR,2022-03-10,-10,0,-10,1,1,4,2
212,ET,2022-03-10,19,19,0,3,15,12,12
213,ETR,2022-03-10,0,0,0,1,2,-2,-1
214,ETSY,2022-03-10,3,14,-12,10,3,-2,-1
215,EXC,2022-03-10,27,27,0,24,17,11,8
216,EXPE,2022-03-10,6,15,0,5,-2,-2,7
217,EXPR,2022-03-10,8,18,-12,3,8,9,10
218,F,2022-03-10,8,25,-8,65,14,-2,-5
219,FAST,2022-03-10,20,20,0,1,11,8,10
220,FB,2022-03-10,3,14,-18,14,-21,-20,-9
221,FBHS,2022-03-10,-9,0,-9,1,4,8,8
222,FCX,2022-03-10,19,19,0,2,20,19,18
223,FDX,2022-03-10,-10,12,-18,19,-10,-11,-14
224,FIII,2022-03-10,-4,0,-13,3,-9,-12,-12
225,FIS,2022-03-10,19,19,0,1,11,8,9
226,FITB,2022-03-10,19,19,0,1,9,8,10
227,FIVE,2022-03-10,4,20,-12,2,5,6,4
228,FL,2022-03-10,1,18,-3,39,0,-3,3
229,FLR,2022-03-10,19,19,0,4,9,6,6
230,FNKO,2022-03-10,17,27,-16,40,9,8,5
231,FOSL,2022-03-10,4,4,0,1,5,6,8
232,FOX,2022-03-10,19,19,0,2,11,6,10
233,FREE,2022-03-10,16,16,0,3,5,1,4
234,FREQ,2022-03-10,20,20,0,1,10,6,6
235,FRO,2022-03-10,18,18,0,1,14,11,8
236,FSLR,2022-03-10,0,0,0,2,11,2,4
237,FSLY,2022-03-10,2,13,0,95,8,7,7
238,FSR,2022-03-10,15,20,0,4,23,17,19
239,FTCH,2022-03-10,18,18,0,1,5,4,4
240,FTI,2022-03-10,1,19,-18,2,7,6,5
241,FTNT,2022-03-10,3,19,-12,8,4,3,3
242,FTSI,2022-03-10,-14,20,-19,8,-13,-12,-4
243,FUV,2022-03-10,9,9,0,1,16,8,7
244,FVRR,2022-03-10,-1,10,-17,28,-3,-2,3
245,GATO,2022-03-10,0,0,0,1,1,-3,-1
246,GBR,2022-03-10,-2,18,-13,8,13,13,11
247,GD,2022-03-10,13,19,0,3,0,-2,2
248,GDDY,2022-03-10,8,8,0,1,0,-3,1
249,GE,2022-03-10,14,18,0,5,12,9,11
250,GEO,2022-03-10,4,13,0,6,-17,-18,-8
251,GEVO,2022-03-10,13,13,0,1,9,7,8
252,GILD,2022-03-10,19,19,0,1,9,8,9
253,GIS,2022-03-10,0,0,0,1,3,2,5
254,GM,2022-03-10,7,19,-10,44,5,6,6
255,GME,2022-03-10,19,22,-11,103,14,14,14
256,GNC,2022-03-10,2,18,-14,2,-7,-10,-4
257,GOEV,2022-03-10,20,20,0,1,5,7,5
258,GOLD,2022-03-10,17,20,0,8,22,20,19
259,GOOG,2022-03-10,5,12,-13,17,1,-17,-14
260,GOOGL,2022-03-10,4,10,-10,12,21,10,15
261,GOVX,2022-03-10,18,18,0,1,7,3,4
262,GP,2022-03-10,3,3,0,1,9,9,8
263,GRMN,2022-03-10,0,0,0,1,8,6,8
264,GRPN,2022-03-10,7,20,-6,2,7,3,4
265,GS,2022-03-10,1,13,-16,174,22,12,5
266,GSAT,2022-03-10,0,0,0,1,8,5,6
267,GSMG,2022-03-10,-15,0,-15,1,4,8,7
268,HAL,2022-03-10,10,19,0,2,1,-2,5
269,HCA,2022-03-10,19,19,0,2,17,16,16
270,HCI,2022-03-10,20,20,0,2,1,0,2
271,HD,2022-03-10,1,18,-13,12,9,5,8
272,HDB,2022-03-10,3,16,-16,5,-8,-3,3
273,HEC,2022-03-10,-18,0,-18,1,1,3,10
274,HLT,2022-03-10,20,20,0,1,4,5,7
275,HMC,2022-03-10,9,23,-15,47,5,0,8
276,HOG,2022-03-10,0,0,0,1,6,3,6
277,HON,2022-03-10,0,18,-17,4,13,9,9
278,HOOD,2022-03-10,8,19,-17,5,10,10,10
279,HPK,2022-03-10,-18,0,-18,1,1,4,3
280,HPQ,2022-03-10,-8,0,-16,2,9,8,5
281,HRB,2022-03-10,-8,0,-15,2,-2,-6,-6
282,HSBC,2022-03-10,16,20,0,6,-4,-12,-14
283,HSY,2022-03-10,2,17,-7,6,5,2,7
284,HTLD,2022-03-10,-17,0,-17,1,5,4,6
285,HTZ,2022-03-10,30,30,0,33,-2,-1,2
286,HUBS,2022-03-10,10,16,0,3,7,9,12
287,HUSA,2022-03-10,19,19,0,5,28,22,16
288,HUT,2022-03-10,0,0,0,5,10,10,11
289,HUYA,2022-03-10,4,16,-18,10,-1,-3,1
290,HYMC,2022-03-10,14,16,0,7,20,20,20
291,HYRE,2022-03-10,0,0,0,1,7,8,7
292,IBIO,2022-03-10,15,15,0,4,4,3,4
293,IBKR,2022-03-10,19,19,0,1,4,0,3
294,IBM,2022-03-10,16,16,0,6,13,10,11
295,IBN,2022-03-10,7,10,0,4,-4,-4,-4
296,ICD,2022-03-10,-12,0,-12,1,9,5,4
297,ICHR,2022-03-10,-19,0,-19,1,-3,1,3
298,ID,2022-03-10,0,0,0,1,5,5,6
299,IDA,2022-03-10,0,0,0,2,7,5,5
300,IDEX,2022-03-10,4,19,-19,9,15,17,19
301,IEA,2022-03-10,20,20,0,3,10,12,9
302,IHRT,2022-03-10,0,0,0,1,0,4,4
303,III,2022-03-10,0,0,0,2,-6,-5,-3
304,IMAX,2022-03-10,5,8,0,3,11,9,14
305,IMH,2022-03-10,16,16,0,1,11,10,8
306,IMMP,2022-03-10,7,7,0,1,8,7,6
307,IMMR,2022-03-10,-1,17,-16,17,2,-1,3
308,INCY,2022-03-10,20,20,0,1,8,6,7
309,INFY,2022-03-10,9,15,0,8,13,4,3
310,INPX,2022-03-10,20,20,0,2,10,7,4
311,INTC,2022-03-10,7,14,-17,6,16,15,17
312,INTU,2022-03-10,-14,0,-14,2,2,-1,2
313,IPG,2022-03-10,20,20,0,1,10,9,10
314,IPOD,2022-03-10,19,19,0,1,6,7,5
315,IPOF,2022-03-10,16,16,0,2,17,16,14
316,ISIG,2022-03-10,27,31,0,48,-3,-7,-4
317,JACK,2022-03-10,-4,16,-17,5,1,-1,-1
318,JBLU,2022-03-10,0,0,0,5,1,1,3
319,JD,2022-03-10,8,15,0,13,6,5,5
320,JNJ,2022-03-10,9,18,0,4,-6,-3,3
321,JNPR,2022-03-10,6,19,0,6,7,7,5
322,JPM,2022-03-10,-1,11,-16,15,8,-3,2
323,JWN,2022-03-10,9,17,0,2,3,2,6
324,K,2022-03-10,-8,0,-8,1,-1,-1,-3
325,KAR,2022-03-10,0,0,0,1,7,10,9
326,KEY,2022-03-10,-4,8,-15,2,15,13,14
327,KHC,2022-03-10,17,17,0,1,20,14,12
328,KKR,2022-03-10,0,0,0,2,11,9,19
329,KMI,2022-03-10,20,20,0,1,16,12,8
330,KO,2022-03-10,-3,18,-20,7,-6,-3,-4
331,KODK,2022-03-10,9,19,0,2,10,4,4
332,KR,2022-03-10,6,17,-17,9,4,-7,-10
333,KSS,2022-03-10,-3,0,-3,1,6,4,6
334,KTOS,2022-03-10,20,20,0,1,12,11,10
335,KVSA,2022-03-10,0,0,0,1,0,2,4
336,LAKE,2022-03-10,0,0,0,1,13,11,11
337,LAND,2022-03-10,19,19,0,1,19,17,18
338,LAZY,2022-03-10,0,0,0,1,6,5,7
339,LCID,2022-03-10,17,20,-18,14,28,24,25
340,LEA,2022-03-10,3,16,0,5,4,3,5
341,LGHL,2022-03-10,19,19,0,1,8,6,4
342,LGVN,2022-03-10,11,17,0,3,10,8,7
343,LITB,2022-03-10,20,20,0,1,15,13,8
344,LLNW,2022-03-10,16,16,0,1,7,7,7
345,LLY,2022-03-10,10,10,0,1,13,10,10
346,LMFA,2022-03-10,0,0,0,1,5,4,3
347,LMND,2022-03-10,-14,0,-14,1,3,4,5
348,LNTH,2022-03-10,21,22,-10,19,12,14,10
349,LOW,2022-03-10,9,15,-8,4,5,4,9
350,LRN,2022-03-10,0,0,0,2,-1,0,3
351,LUV,2022-03-10,0,0,0,22,4,4,5
352,LVS,2022-03-10,11,11,0,1,9,6,10
353,LXU,2022-03-10,25,25,0,18,7,6,7
354,LYFT,2022-03-10,4,16,-14,24,-8,-13,-6
355,M,2022-03-10,4,20,-17,6,4,2,6
356,MA,2022-03-10,-2,12,-16,18,-16,-15,-5
357,MAR,2022-03-10,0,14,-16,34,3,-2,5
358,MARA,2022-03-10,14,18,0,15,21,20,19
359,MARPS,2022-03-10,13,19,0,3,19,17,13
360,MAS,2022-03-10,20,20,0,1,8,8,7
361,MAT,2022-03-10,15,20,0,4,5,4,4
362,MCD,2022-03-10,8,23,-16,49,-22,-16,-6
363,MCFE,2022-03-10,-6,0,-11,2,-8,-6,-6
364,MCHP,2022-03-10,-7,0,-7,1,3,4,6
365,MCK,2022-03-10,20,20,0,1,12,7,6
366,MCO,2022-03-10,-1,0,-17,33,-26,-22,-11
367,MDB,2022-03-10,0,20,-11,18,12,9,8
368,MDIA,2022-03-10,4,4,0,1,7,5,5
369,MDLZ,2022-03-10,0,17,0,679,1,0,2
370,MDT,2022-03-10,10,16,0,3,12,12,14
371,MET,2022-03-10,16,16,0,2,9,8,9
372,MGM,2022-03-10,0,17,-13,10,-3,-7,-5
373,MHK,2022-03-10,-1,18,-11,3,4,4,6
374,MKL,2022-03-10,-18,0,-18,1,0,2,4
375,MMAT,2022-03-10,20,20,0,1,19,16,15
376,MNDY,2022-03-10,17,17,0,1,6,6,7
377,MOS,2022-03-10,1,12,-8,4,14,18,16
378,MQ,2022-03-10,4,15,-14,9,7,11,13
379,MRIN,2022-03-10,19,19,0,4,9,6,7
380,MRNA,2022-03-10,7,19,-15,7,0,-11,-4
381,MRO,2022-03-10,19,19,0,1,14,11,12
382,MRVL,2022-03-10,0,0,0,1,13,9,9
383,MS,2022-03-10,-6,16,-17,10,1,0,-1
384,MSCI,2022-03-10,10,10,0,1,-1,-1,5
385,MSFT,2022-03-10,11,22,-15,60,0,-2,4
386,MSI,2022-03-10,0,0,0,1,4,6,6
387,MSTR,2022-03-10,3,3,0,1,12,9,10
388,MTCH,2022-03-10,20,20,0,2,8,6,7
389,MU,2022-03-10,10,10,0,2,22,19,20
390,MUR,2022-03-10,-5,0,-5,1,3,4,4
391,MX,2022-03-10,-14,0,-14,1,23,32,28
392,MYL,2022-03-10,20,20,0,1,4,5,6
393,NAK,2022-03-10,20,20,0,2,13,10,6
394,NAKD,2022-03-10,12,12,0,1,10,8,9
395,NCR,2022-03-10,-3,16,-7,31,-12,-7,-2
396,NET,2022-03-10,2,17,-18,62,-5,-4,2
397,NEW,2022-03-10,20,20,0,1,8,8,7
398,NFLX,2022-03-10,8,19,-15,34,-14,-12,2
399,NINE,2022-03-10,20,20,0,3,21,17,11
400,NIO,2022-03-10,11,26,-16,181,11,7,11
401,NKE,2022-03-10,7,15,-13,14,14,10,6
402,NKLA,2022-03-10,-1,20,-14,12,7,5,6
403,NLY,2022-03-10,10,10,0,2,12,8,8
404,NOK,2022-03-10,4,14,-15,18,14,10,11
405,NOV,2022-03-10,18,18,0,2,14,11,8
406,NOW,2022-03-10,11,15,0,4,10,8,9
407,NRZ,2022-03-10,19,19,0,1,8,5,5
408,NSH,2022-03-10,0,0,0,1,10,7,11
409,NTDOY,2022-03-10,-3,16,-17,31,13,16,14
410,NTES,2022-03-10,10,19,0,2,6,4,4
411,NTGR,2022-03-10,0,16,-16,2,1,2,1
412,NTP,2022-03-10,19,19,0,1,7,7,6
413,NTR,2022-03-10,13,19,0,3,13,12,14
414,NTRA,2022-03-10,11,16,-18,7,3,5,6
415,NVDA,2022-03-10,7,18,-19,33,10,2,8
416,NWL,2022-03-10,-13,0,-13,1,2,2,5
417,NWS,2022-03-10,-11,0,-11,4,-20,-16,-18
418,NWSA,2022-03-10,-20,0,-20,4,-21,-16,-15
419,OCGN,2022-03-10,20,20,0,2,20,17,20
420,OGN,2022-03-10,0,0,0,1,15,13,14
421,OLB,2022-03-10,-20,0,-20,3,13,12,12
422,OLN,2022-03-10,0,0,0,1,4,5,2
423,OPRX,2022-03-10,20,20,0,1,9,5,2
424,ORA,2022-03-10,20,20,0,1,11,8,6
425,ORCL,2022-03-10,1,10,-9,9,0,7,11
426,OSCR,2022-03-10,16,16,0,1,9,10,10
427,OSG,2022-03-10,17,17,0,1,11,10,10
428,OSTK,2022-03-10,0,0,0,1,12,13,10
429,OVV,2022-03-10,-10,0,-10,2,7,9,9
430,OXY,2022-03-10,5,15,-12,7,15,13,15
431,PAA,2022-03-10,18,18,0,1,14,10,8
432,PANW,2022-03-10,6,11,0,10,16,17,13
433,PATH,2022-03-10,16,16,0,1,7,6,8
434,PBF,2022-03-10,0,0,0,1,-2,2,3
435,PBR,2022-03-10,6,10,0,3,14,13,15
436,PCAR,2022-03-10,0,0,0,1,1,5,6
437,PCG,2022-03-10,-7,16,-17,5,-7,-4,1
438,PENN,2022-03-10,0,0,0,1,9,10,13
439,PEP,2022-03-10,7,13,-9,21,-15,-14,-2
440,PERI,2022-03-10,20,20,0,1,11,10,8
441,PFE,2022-03-10,-15,20,-29,131,-24,-25,-3
442,PFPT,2022-03-10,15,15,0,2,-2,-5,-2
443,PG,2022-03-10,15,15,0,3,10,10,7
444,PHI,2022-03-10,-7,0,-7,2,-3,-5,-3
445,PINS,2022-03-10,-2,10,-12,22,0,0,4
446,PKG,2022-03-10,0,0,0,1,8,7,8
447,PLM,2022-03-10,20,20,0,1,12,9,8
448,PLTR,2022-03-10,17,17,0,9,24,15,16
449,PLUG,2022-03-10,4,10,-6,3,18,16,15
450,POLA,2022-03-10,10,20,0,2,12,10,10
451,PROG,2022-03-10,20,20,0,4,15,12,14
452,PRPL,2022-03-10,17,17,0,2,11,8,7
453,PRU,2022-03-10,3,16,-6,5,-1,-4,-1
454,PSTG,2022-03-10,19,19,0,1,16,11,10
455,PSX,2022-03-10,10,19,0,2,1,4,7
456,PTON,2022-03-10,6,12,0,2,13,11,12
457,PUBM,2022-03-10,13,13,0,1,3,1,3
458,PYPL,2022-03-10,-11,16,-20,29,-16,-27,-13
459,PZZA,2022-03-10,16,16,0,4,11,4,5
460,QCOM,2022-03-10,6,15,-11,6,14,12,15
461,QS,2022-03-10,10,20,0,2,6,8,10
462,QUAD,2022-03-10,19,19,0,1,6,7,7
463,RACA,2022-03-10,-2,0,-8,4,6,9,17
464,RACE,2022-03-10,0,22,-23,146,9,14,16
465,RAD,2022-03-10,0,0,0,1,11,7,9
466,RBLX,2022-03-10,0,16,-15,26,-11,-15,-2
467,RCL,2022-03-10,14,14,0,1,6,3,7
468,REI,2022-03-10,-14,0,-14,1,15,12,9
469,REN,2022-03-10,15,15,0,2,-9,-11,-8
470,RESN,2022-03-10,-7,0,-7,1,-3,-6,-4
471,REV,2022-03-10,11,11,0,1,6,5,5
472,RFIL,2022-03-10,0,0,0,2,-22,-19,-9
473,RHT,2022-03-10,1,6,-4,2,6,2,4
474,RIDE,2022-03-10,2,2,0,1,1,9,9
475,RIG,2022-03-10,19,19,0,3,23,16,14
476,RIO,2022-03-10,-17,0,-17,3,10,8,9
477,RIOT,2022-03-10,2,19,0,8,12,13,14
478,RKDA,2022-03-10,19,19,0,3,17,14,11
479,RL,2022-03-10,12,12,0,2,-1,-1,3
480,RMO,2022-03-10,0,0,0,1,7,6,5
481,ROCC,2022-03-10,20,20,0,1,11,10,9
482,ROKU,2022-03-10,3,15,-15,9,3,-2,2
483,RPD,2022-03-10,20,20,0,1,4,3,6
484,RPM,2022-03-10,-2,14,-15,8,4,3,4
485,RS,2022-03-10,23,23,0,19,8,8,5
486,RSI,2022-03-10,0,0,0,1,2,5,6
487,RUN,2022-03-10,14,14,0,1,15,12,10
488,RXT,2022-03-10,0,0,0,1,3,1,5
489,RYAAY,2022-03-10,5,20,-8,71,-8,-2,-4
