,stock,date,score,positive_score,negative_score,activity,avg_7_days,avg_14_days,avg_30_days
650,LRN,2022-03-13,0,0,0,5,3,0,2
651,LTHM,2022-03-13,-2,0,-2,1,6,1,5
652,LULU,2022-03-13,0,0,0,6,13,10,8
653,LUMN,2022-03-13,0,0,0,2,7,6,7
654,LUV,2022-03-13,10,23,0,61,3,4,4
655,LXU,2022-03-13,-3,0,-18,37,8,5,7
656,LYB,2022-03-13,17,17,0,2,13,10,8
657,LYFT,2022-03-13,0,18,-16,110,-5,-10,-7
658,LYG,2022-03-13,19,19,0,1,12,9,7
659,LYV,2022-03-13,7,7,0,1,9,4,7
660,LZ,2022-03-13,10,13,0,4,6,5,7
661,M,2022-03-13,6,16,-17,12,5,3,6
662,MA,2022-03-13,27,34,-18,101,-4,-11,-7
663,MAA,2022-03-13,7,7,0,1,11,8,8
664,MAR,2022-03-13,6,12,-20,12,10,1,5
665,MARA,2022-03-13,9,17,0,10,20,21,19
666,MARK,2022-03-13,4,12,0,10,9,8,10
667,MAT,2022-03-13,2,17,-19,22,1,3,5
668,MC,2022-03-13,1,7,0,7,12,11,14
669,MCD,2022-03-13,-1,27,-27,243,-16,-18,-8
670,MCFE,2022-03-13,-1,15,-12,8,-9,-7,-6
671,MCK,2022-03-13,-16,0,-16,3,8,8,6
672,MCMJ,2022-03-13,0,0,0,3,0,0,0
673,MCO,2022-03-13,0,16,-14,7,-14,-20,-11
674,MDB,2022-03-13,0,0,0,81,12,10,9
675,MDGS,2022-03-13,1,17,-4,13,6,6,2
676,MDLY,2022-03-13,-6,0,-12,6,0,0,-2
677,MDLZ,2022-03-13,18,18,0,2,5,2,2
678,MDT,2022-03-13,5,20,0,4,12,12,14
679,MET,2022-03-13,0,0,0,2,6,7,7
680,METC,2022-03-13,-5,0,-11,6,12,10,10
681,METX,2022-03-13,19,19,0,1,15,15,15
682,MFG,2022-03-13,4,14,-6,4,12,10,7
683,MGA,2022-03-13,0,0,0,1,10,9,8
684,MGI,2022-03-13,-8,3,-18,2,-1,-1,1
685,MGM,2022-03-13,-21,19,-25,30,-3,-5,-3
686,MICT,2022-03-13,20,20,0,1,0,2,1
687,MIME,2022-03-13,0,0,0,3,1,0,1
688,MKL,2022-03-13,1,1,0,1,7,4,5
689,MLM,2022-03-13,7,7,0,1,10,8,9
690,MMAT,2022-03-13,7,20,-6,2,21,18,16
691,MMC,2022-03-13,19,19,0,2,9,4,5
692,MMM,2022-03-13,18,18,0,3,17,15,14
693,MNDY,2022-03-13,-12,0,-12,1,2,3,5
694,MNKD,2022-03-13,0,0,0,3,4,3,3
695,MNST,2022-03-13,-11,0,-11,1,7,7,11
696,MO,2022-03-13,8,19,0,5,18,16,15
697,MOS,2022-03-13,18,18,0,1,17,20,16
698,MPC,2022-03-13,3,17,0,5,5,5,3
699,MPLN,2022-03-13,-12,0,-12,1,7,6,5
700,MPWR,2022-03-13,7,7,0,1,7,6,9
701,MRIN,2022-03-13,8,12,0,6,12,7,7
702,MRK,2022-03-13,6,19,0,10,0,-1,3
703,MRLN,2022-03-13,8,8,0,1,8,4,5
704,MRNA,2022-03-13,-11,23,-29,129,2,-7,-4
705,MRO,2022-03-13,-5,0,-11,6,11,9,11
706,MRSN,2022-03-13,0,0,0,1,-4,0,6
707,MRVL,2022-03-13,3,17,0,6,17,14,10
708,MS,2022-03-13,-8,19,-16,45,6,4,-1
709,MSCI,2022-03-13,2,13,0,72,7,-1,5
710,MSFT,2022-03-13,9,22,-17,137,5,-2,5
711,MSI,2022-03-13,8,17,0,2,4,5,7
712,MSTR,2022-03-13,-4,20,-16,12,5,6,7
713,MT,2022-03-13,10,13,0,4,9,3,6
714,MTB,2022-03-13,1,7,-10,3,7,5,6
715,MTCH,2022-03-13,5,14,0,3,9,7,6
716,MTDR,2022-03-13,0,0,0,3,7,6,9
717,MTH,2022-03-13,-7,0,-7,1,3,3,4
718,MTL,2022-03-13,17,17,0,3,17,13,12
719,MU,2022-03-13,8,14,0,7,20,20,20
720,MVIS,2022-03-13,-5,18,-12,7,13,11,7
721,MX,2022-03-13,40,40,0,122,33,34,33
722,MXC,2022-03-13,16,17,0,11,26,19,17
723,NAK,2022-03-13,19,19,0,1,16,13,8
724,NAKD,2022-03-13,12,14,0,7,10,9,9
725,NBY,2022-03-13,-5,0,-11,6,1,2,2
726,NCLH,2022-03-13,11,20,-5,5,8,7,6
727,NCR,2022-03-13,-17,15,-34,388,-10,-10,-3
728,NEE,2022-03-13,9,13,0,3,10,10,10
729,NEM,2022-03-13,20,20,0,1,19,18,18
730,NET,2022-03-13,2,16,-12,18,-8,-1,1
731,NEXT,2022-03-13,20,20,0,1,12,12,11
732,NFLX,2022-03-13,3,19,-17,84,1,-6,0
733,NGD,2022-03-13,15,15,0,2,0,1,4
734,NI,2022-03-13,14,14,0,1,10,9,7
735,NIHD,2022-03-13,-5,4,-8,4,3,-1,2
736,NIO,2022-03-13,26,33,-12,135,15,9,11
737,NKE,2022-03-13,5,20,-10,81,14,15,7
738,NKLA,2022-03-13,12,19,-12,20,13,8,8
739,NL,2022-03-13,-17,0,-17,1,9,10,10
740,NLS,2022-03-13,11,11,0,3,7,7,9
741,NNDM,2022-03-13,1,19,-18,2,7,8,8
742,NNI,2022-03-13,20,20,0,1,3,1,1
743,NOC,2022-03-13,10,20,0,2,10,4,5
744,NOK,2022-03-13,19,34,-16,108,13,12,11
745,NOV,2022-03-13,0,0,0,1,12,11,8
746,NOVA,2022-03-13,0,0,0,1,9,9,8
747,NOVN,2022-03-13,4,13,0,6,8,9,7
748,NOW,2022-03-13,3,13,-17,11,11,9,9
749,NRG,2022-03-13,20,20,0,2,11,9,7
750,NSC,2022-03-13,20,20,0,1,11,12,10
751,NSPR,2022-03-13,0,0,0,3,5,4,4
752,NTAP,2022-03-13,3,10,0,3,0,4,5
753,NTDOY,2022-03-13,0,20,-20,138,6,10,10
754,NTES,2022-03-13,2,17,-13,2,14,8,6
755,NTNX,2022-03-13,18,18,0,1,11,11,9
756,NTR,2022-03-13,14,19,0,4,14,14,14
757,NTRA,2022-03-13,14,14,0,1,9,7,7
758,NUAN,2022-03-13,7,7,0,1,7,7,8
759,NUE,2022-03-13,6,18,0,3,13,12,9
760,NVAX,2022-03-13,6,13,0,13,15,10,16
761,NVCN,2022-03-13,20,20,0,2,13,10,2
762,NVCR,2022-03-13,13,13,0,1,3,3,6
763,NVDA,2022-03-13,8,23,-14,130,18,11,10
764,NVO,2022-03-13,0,0,0,4,6,6,7
765,NVTA,2022-03-13,20,20,0,1,9,7,6
766,NWS,2022-03-13,-1,18,-8,5,-9,-11,-14
767,NWSA,2022-03-13,-6,0,-8,4,-9,-9,-10
768,NXPI,2022-03-13,-1,19,-11,8,7,6,4
769,NXTD,2022-03-13,0,0,0,5,7,3,4
770,O,2022-03-13,9,18,0,4,12,10,12
771,OCA,2022-03-13,20,20,0,1,13,11,10
772,OCC,2022-03-13,15,15,0,1,8,8,3
773,OCGN,2022-03-13,6,16,-14,16,16,15,18
774,ODP,2022-03-13,-5,0,-20,4,-1,-3,0
775,ODT,2022-03-13,4,4,0,1,4,16,13
776,OGEN,2022-03-13,20,20,0,1,5,3,2
777,OGI,2022-03-13,0,0,0,1,6,5,6
778,OGN,2022-03-13,16,22,-1,40,21,16,16
779,OKTA,2022-03-13,18,18,0,1,7,6,3
780,OLN,2022-03-13,0,0,0,2,8,6,2
781,ON,2022-03-13,-4,0,-19,5,3,3,4
782,OPEN,2022-03-13,-6,0,-19,3,9,8,10
783,ORA,2022-03-13,20,20,0,1,13,12,6
784,ORCL,2022-03-13,8,29,-23,223,11,6,11
785,OSTK,2022-03-13,-3,0,-20,6,11,12,10
786,OTIS,2022-03-13,-6,0,-12,6,4,5,4
787,OTLK,2022-03-13,19,19,0,1,10,9,9
788,OXY,2022-03-13,20,29,-13,47,25,19,18
789,PACE,2022-03-13,7,7,0,1,6,4,9
790,PAG,2022-03-13,0,0,0,1,6,7,6
791,PANW,2022-03-13,16,16,0,2,21,18,14
792,PATH,2022-03-13,13,13,0,3,9,7,7
793,PAVM,2022-03-13,-19,0,-19,1,2,3,3
794,PAYC,2022-03-13,10,10,0,1,11,9,8
795,PAYS,2022-03-13,19,19,0,1,11,9,7
796,PAYX,2022-03-13,0,0,0,1,6,5,4
797,PBA,2022-03-13,7,7,0,1,4,8,6
798,PBF,2022-03-13,13,13,0,1,-1,1,3
799,PBI,2022-03-13,-10,0,-20,2,5,4,2
800,PBR,2022-03-13,20,20,0,2,18,16,15
801,PBTS,2022-03-13,5,5,0,1,9,9,8
802,PCG,2022-03-13,9,15,-9,6,-5,-4,0
803,PD,2022-03-13,7,7,0,3,3,6,7
804,PDCE,2022-03-13,12,12,0,6,8,8,7
805,PDCO,2022-03-13,2,10,-13,12,3,0,1
806,PDD,2022-03-13,3,8,-18,5,14,9,8
807,PENN,2022-03-13,4,13,0,6,10,11,12
808,PEP,2022-03-13,5,18,-12,142,6,-3,-1
809,PERI,2022-03-13,20,20,0,1,14,10,9
810,PFE,2022-03-13,5,30,-31,413,-7,-23,-5
811,PFG,2022-03-13,10,10,0,1,10,7,6
812,PFPT,2022-03-13,15,15,0,1,1,-2,-1
813,PHI,2022-03-13,-32,15,-38,102,-2,-7,-4
814,PHM,2022-03-13,19,19,0,1,-6,6,6
815,PINS,2022-03-13,-5,24,-29,128,-2,0,3
816,PIRS,2022-03-13,0,0,0,3,9,6,3
817,PKG,2022-03-13,0,0,0,1,14,10,9
818,PKI,2022-03-13,7,7,0,1,5,4,5
819,PLAG,2022-03-13,18,18,0,1,-7,-3,2
820,PLAY,2022-03-13,15,15,0,2,8,7,6
821,PLBY,2022-03-13,-1,20,-8,6,4,4,3
822,PLSE,2022-03-13,-18,0,-18,1,-5,-5,-4
823,PLTR,2022-03-13,29,34,-17,74,28,19,17
824,PLUG,2022-03-13,0,0,0,3,18,16,15
825,PM,2022-03-13,0,0,0,1,8,9,8
826,PNC,2022-03-13,7,7,0,1,7,5,7
827,PNW,2022-03-13,0,0,0,1,5,5,6
828,POLY,2022-03-13,0,0,0,1,5,5,2
829,PPL,2022-03-13,7,7,0,1,8,7,6
830,PRCH,2022-03-13,0,0,0,4,7,7,7
831,PROG,2022-03-13,0,0,0,6,16,13,13
832,PRQR,2022-03-13,20,20,0,1,6,2,4
833,PRT,2022-03-13,19,19,0,1,10,9,6
834,PRU,2022-03-13,0,10,-19,4,4,0,1
835,PSNL,2022-03-13,18,18,0,1,-2,-5,1
836,PTON,2022-03-13,15,20,0,4,15,12,11
837,PTRA,2022-03-13,-16,0,-16,1,2,2,2
838,PVL,2022-03-13,20,20,0,2,12,12,12
839,PWR,2022-03-13,11,11,0,7,14,10,9
840,PYPL,2022-03-13,6,30,-24,156,-8,-22,-14
841,PZG,2022-03-13,7,19,0,5,21,21,21
842,PZZA,2022-03-13,-2,0,-10,4,9,2,4
843,QCOM,2022-03-13,2,12,-9,38,15,14,14
844,QS,2022-03-13,9,12,0,8,10,9,9
845,RACA,2022-03-13,6,16,0,28,9,8,15
846,RACE,2022-03-13,12,28,-15,123,8,14,15
847,RAD,2022-03-13,3,17,-18,10,14,11,10
848,RAIL,2022-03-13,17,17,0,1,16,15,13
849,RAMP,2022-03-13,-2,15,-11,7,5,3,4
850,RBLX,2022-03-13,3,22,-23,342,-8,-7,-1
851,RCL,2022-03-13,5,13,-8,4,8,3,6
852,RCON,2022-03-13,4,4,0,1,16,14,11
853,RDFN,2022-03-13,-3,15,-12,8,2,1,4
854,RE,2022-03-13,0,0,0,1,8,4,6
855,REGI,2022-03-13,-14,0,-14,1,9,11,11
856,REGN,2022-03-13,18,18,0,5,12,9,8
857,REI,2022-03-13,18,18,0,3,15,14,10
858,REN,2022-03-13,43,44,-6,337,5,-5,-7
859,RES,2022-03-13,10,10,0,3,2,-3,-1
860,REV,2022-03-13,-14,0,-14,2,0,1,3
861,RF,2022-03-13,10,10,0,4,9,5,6
862,RFIL,2022-03-13,-2,14,-18,35,-6,-15,-9
863,RGR,2022-03-13,0,0,0,2,7,5,6
864,RGS,2022-03-13,-14,0,-14,2,3,2,5
865,RHT,2022-03-13,9,15,0,7,6,1,2
866,RIDE,2022-03-13,28,28,0,35,10,10,10
867,RIG,2022-03-13,20,20,0,3,22,18,14
868,RIO,2022-03-13,-2,10,-15,2,11,9,10
869,RIOT,2022-03-13,2,18,-11,9,19,17,15
870,RKDA,2022-03-13,-19,0,-19,1,16,15,12
871,RKT,2022-03-13,2,7,0,4,11,10,10
872,RL,2022-03-13,0,0,-19,129,1,-3,3
873,RMED,2022-03-13,-4,0,-11,6,22,22,22
874,RMO,2022-03-13,20,20,0,1,8,8,5
875,RMTI,2022-03-13,4,13,-14,3,2,4,5
876,ROG,2022-03-13,18,18,0,1,9,6,8
877,ROKU,2022-03-13,4,17,-14,22,3,2,1
878,ROP,2022-03-13,-19,0,-19,1,2,5,7
879,ROST,2022-03-13,10,10,0,1,10,11,8
880,RPAY,2022-03-13,-17,0,-17,1,0,4,3
881,RPD,2022-03-13,20,20,0,1,3,3,5
882,RPM,2022-03-13,1,15,-10,5,7,2,4
883,RRC,2022-03-13,0,0,0,2,12,12,10
884,RS,2022-03-13,20,20,0,3,11,9,6
885,RSI,2022-03-13,0,0,0,1,-1,2,5
886,RSLS,2022-03-13,0,0,0,1,-3,1,4
887,RTN,2022-03-13,-22,18,-23,24,1,-5,-8
888,RTX,2022-03-13,20,20,0,1,7,7,9
889,RWLK,2022-03-13,20,20,0,1,5,7,6
890,RYAAY,2022-03-13,-6,14,-17,15,-6,-3,-4
891,S,2022-03-13,20,20,0,12,16,10,11
892,SAVA,2022-03-13,19,19,0,2,6,3,4
893,SAVE,2022-03-13,-10,0,-14,42,2,-2,-2
894,SB,2022-03-13,1,5,0,7,13,12,13
895,SBGI,2022-03-13,-11,0,-11,1,1,3,3
896,SBUX,2022-03-13,6,25,-20,171,-13,-6,-13
897,SCCO,2022-03-13,19,19,0,1,10,6,7
898,SCHW,2022-03-13,0,0,0,1,6,2,2
899,SCPE,2022-03-13,0,0,0,1,-1,-1,0
900,SD,2022-03-13,12,15,0,6,17,14,13
901,SE,2022-03-13,0,0,0,5,17,16,15
902,SEAS,2022-03-13,7,14,0,2,-1,4,7
903,SEB,2022-03-13,16,16,0,2,1,-5,-3
904,SEDG,2022-03-13,18,18,0,7,25,17,13
905,SEE,2022-03-13,10,19,0,2,5,4,5
906,SELB,2022-03-13,19,19,0,1,12,9,10
907,SENS,2022-03-13,17,17,0,1,10,8,9
908,SFET,2022-03-13,-3,0,-6,12,12,9,5
909,SFIX,2022-03-13,0,0,0,1,4,5,4
910,SFM,2022-03-13,15,15,0,1,6,7,7
911,SGEN,2022-03-13,10,10,0,1,11,10,7
912,SGMO,2022-03-13,20,20,0,1,10,9,6
913,SHAK,2022-03-13,2,6,-12,9,14,15,12
914,SHIP,2022-03-13,0,0,0,3,17,17,10
915,SHLO,2022-03-13,3,16,-14,8,4,6,4
916,SHOP,2022-03-13,13,24,-8,61,21,13,13
917,SHW,2022-03-13,9,17,0,2,6,3,7
918,SIEN,2022-03-13,20,20,0,1,2,6,4
919,SINT,2022-03-13,17,17,0,1,14,11,8
920,SITM,2022-03-13,17,17,0,1,10,11,8
921,SJM,2022-03-13,20,20,0,1,13,10,9
922,SKLZ,2022-03-13,0,20,-19,3,8,7,7
923,SLB,2022-03-13,8,18,-13,3,15,15,16
924,SLDB,2022-03-13,-18,0,-18,2,6,7,5
925,SLG,2022-03-13,-19,0,-19,1,1,3,5
926,SLGG,2022-03-13,20,20,0,1,12,7,6
927,SLM,2022-03-13,19,19,0,2,3,1,5
928,SLRX,2022-03-13,0,0,0,1,9,12,11
929,SM,2022-03-13,9,22,-18,86,8,6,7
930,SMG,2022-03-13,13,13,0,1,8,8,12
931,SMHI,2022-03-13,20,20,0,2,12,14,12
932,SNAP,2022-03-13,-7,22,-30,153,5,4,9
933,SNCR,2022-03-13,-5,0,-5,1,7,6,5
934,SNDL,2022-03-13,4,16,-12,11,20,17,19
935,SNE,2022-03-13,31,31,0,71,20,15,14
936,SNMP,2022-03-13,-19,0,-19,1,17,19,13
937,SNOW,2022-03-13,-8,0,-9,17,14,10,13
938,SNPS,2022-03-13,19,19,0,1,7,5,5
939,SNY,2022-03-13,0,0,0,3,4,5,4
940,SO,2022-03-13,7,7,0,1,10,7,7
941,SOFI,2022-03-13,4,15,-17,3,18,20,19
942,SONM,2022-03-13,0,0,0,7,6,6,5
943,SONN,2022-03-13,0,0,0,2,5,5,3
944,SONO,2022-03-13,3,17,0,5,6,1,3
945,SPAQ,2022-03-13,-4,0,-11,6,13,10,10
946,SPCB,2022-03-13,20,20,0,1,17,15,12
947,SPCE,2022-03-13,8,15,0,6,16,9,10
948,SPG,2022-03-13,-10,0,-20,2,10,6,10
949,SPGI,2022-03-13,7,7,0,1,10,14,12
950,SPI,2022-03-13,11,17,-9,14,7,7,7
951,SPLK,2022-03-13,3,10,0,3,10,9,10
952,SPOT,2022-03-13,-3,11,-15,48,17,13,10
953,SPRT,2022-03-13,0,0,0,1,11,12,11
954,SPWR,2022-03-13,5,10,0,2,18,11,6
955,SPY,2022-03-13,24,36,-20,225,16,10,10
956,SQ,2022-03-13,6,14,0,9,26,23,21
957,SRGA,2022-03-13,20,20,0,1,7,5,6
958,SRNE,2022-03-13,5,19,0,4,6,6,6
959,SRTS,2022-03-13,20,20,0,1,12,10,10
960,STLA,2022-03-13,16,16,0,1,12,9,7
961,STLD,2022-03-13,0,0,0,1,5,6,6
962,STMP,2022-03-13,-1,18,-17,86,-8,-10,-9
963,STOR,2022-03-13,0,0,0,1,15,12,13
964,STRA,2022-03-13,20,20,0,1,8,8,7
965,STT,2022-03-13,-6,18,-16,5,2,11,8
966,SU,2022-03-13,14,14,0,6,16,14,9
967,SUNW,2022-03-13,-18,0,-18,1,14,10,9
968,SURF,2022-03-13,7,7,0,1,7,7,7
969,SWBI,2022-03-13,6,17,-17,9,-3,-2,2
970,SWKS,2022-03-13,10,10,0,1,5,3,4
971,SWN,2022-03-13,19,19,0,1,15,11,8
972,SXTC,2022-03-13,0,0,0,1,15,15,13
973,SYK,2022-03-13,1,20,-18,2,6,1,5
974,SYN,2022-03-13,1,4,-11,5,13,11,11
975,SYPR,2022-03-13,20,20,0,1,17,10,11
976,SYTA,2022-03-13,-6,0,-12,6,14,14,7
977,SYY,2022-03-13,20,20,0,1,5,5,6
978,T,2022-03-13,-19,16,-27,190,-6,-2,2
979,TAP,2022-03-13,5,9,0,4,7,9,11
980,TDOC,2022-03-13,16,18,0,9,16,10,9
981,TEL,2022-03-13,0,0,0,1,8,4,5
982,TEN,2022-03-13,0,0,0,1,7,8,6
983,TER,2022-03-13,13,13,0,2,13,10,9
984,TEVA,2022-03-13,-12,0,-12,1,6,4,5
985,TFC,2022-03-13,10,10,0,2,11,8,8
986,TFII,2022-03-13,0,0,0,93,14,10,13
987,TFX,2022-03-13,20,20,0,1,7,7,6
988,TGT,2022-03-13,8,24,0,81,19,16,15
989,TH,2022-03-13,-8,0,-16,2,2,3,9
990,THG,2022-03-13,-2,7,-10,6,5,2,2
991,THO,2022-03-13,-10,0,-10,1,7,6,12
992,THR,2022-03-13,19,19,0,1,22,16,12
993,TIF,2022-03-13,-7,11,-15,3,-1,-5,-5
994,TJX,2022-03-13,0,0,0,1,4,-1,2
995,TLK,2022-03-13,19,19,0,1,8,7,5
996,TLRY,2022-03-13,2,13,-13,6,19,18,18
997,TLS,2022-03-13,6,17,-16,6,16,14,14
998,TM,2022-03-13,15,34,-18,232,23,10,11
999,TMO,2022-03-13,2,3,0,2,5,2,3
1000,TMUS,2022-03-13,-4,19,-15,31,3,-2,-4
1001,TNXP,2022-03-13,0,0,0,3,14,12,9
1002,TOPS,2022-03-13,0,0,0,3,13,7,5
1003,TQQQ,2022-03-13,15,15,0,1,19,15,13
1004,TRCH,2022-03-13,0,0,0,3,12,8,5
1005,TREX,2022-03-13,12,16,-1,4,9,5,8
1006,TRIL,2022-03-13,0,0,0,3,4,2,2
1007,TRIP,2022-03-13,-4,13,-13,41,-3,-6,3
1008,TROW,2022-03-13,26,26,0,20,14,12,12
1009,TRU,2022-03-13,9,9,0,2,10,7,8
1010,TRUE,2022-03-13,1,1,0,2,2,1,2
1011,TRV,2022-03-13,-4,20,-16,3,10,4,2
1012,TSCO,2022-03-13,-1,10,-12,2,8,7,5
1013,TSLA,2022-03-13,4,32,-26,289,14,10,0
1014,TSM,2022-03-13,15,18,0,10,14,12,15
1015,TSN,2022-03-13,-2,0,-12,6,6,6,1
1016,TSP,2022-03-13,-19,0,-19,1,0,0,2
1017,TT,2022-03-13,10,20,0,2,7,7,8
1018,TTCF,2022-03-13,20,20,0,1,6,5,2
1019,TTD,2022-03-13,5,19,-12,14,18,19,17
1020,TTGT,2022-03-13,0,0,0,15,2,4,5
1021,TTM,2022-03-13,2,6,0,4,8,9,13
1022,TTWO,2022-03-13,6,13,0,4,8,6,6
1023,TUP,2022-03-13,-22,16,-25,45,-12,-10,-1
1024,TW,2022-03-13,7,7,0,1,12,11,8
1025,TWLO,2022-03-13,-2,20,-11,8,11,4,6
1026,TWNK,2022-03-13,0,0,0,24,6,1,6
1027,TWO,2022-03-13,0,0,0,1,3,2,2
1028,TWTR,2022-03-13,-3,0,-8,3,-5,-23,-18
1029,TXMD,2022-03-13,-20,0,-20,1,11,8,6
1030,TXN,2022-03-13,19,19,0,1,12,8,9
1031,TXT,2022-03-13,0,0,0,1,9,6,7
1032,UA,2022-03-13,14,22,0,25,13,9,6
1033,UAA,2022-03-13,15,22,0,22,14,11,6
1034,UAMY,2022-03-13,7,7,0,1,19,16,11
1035,UAVS,2022-03-13,0,0,0,6,15,12,8
1036,UBER,2022-03-13,5,14,0,11,16,12,12
1037,UBX,2022-03-13,0,0,0,2,10,8,10
1038,UGI,2022-03-13,0,0,0,2,2,1,2
1039,UHS,2022-03-13,-11,0,-11,1,7,8,8
1040,UL,2022-03-13,13,16,-18,22,6,0,-1
1041,ULTA,2022-03-13,0,18,0,787,9,11,10
1042,UMC,2022-03-13,-13,0,-13,1,5,7,7
1043,UNH,2022-03-13,6,19,0,3,8,7,8
1044,UNP,2022-03-13,13,13,0,1,10,7,4
1045,UONE,2022-03-13,0,0,0,1,7,6,3
1046,UPS,2022-03-13,0,0,0,8,2,1,6
1047,UPST,2022-03-13,9,13,-15,17,21,22,21
1048,UPWK,2022-03-13,1,17,-15,12,9,-6,-1
1049,URBN,2022-03-13,13,13,0,4,-1,-1,0
1050,URI,2022-03-13,12,12,0,2,10,7,7
1051,USB,2022-03-13,7,7,0,1,9,9,8
1052,USM,2022-03-13,0,0,0,1,12,11,11
1053,USWS,2022-03-13,10,20,0,2,26,22,19
1054,UTZ,2022-03-13,20,20,0,1,9,6,7
1055,UUUU,2022-03-13,18,18,0,9,20,18,17
1056,V,2022-03-13,0,0,0,7,9,7,7
1057,VAL,2022-03-13,20,20,0,2,19,17,12
1058,VALE,2022-03-13,18,18,0,2,18,16,13
1059,VCVC,2022-03-13,-20,0,-20,1,-3,-5,-4
1060,VEEV,2022-03-13,0,0,0,3,5,6,6
1061,VEON,2022-03-13,-17,0,-17,1,4,4,-2
1062,VIAB,2022-03-13,-19,0,-19,1,-8,-7,-4
1063,VIAC,2022-03-13,1,13,-19,5,0,0,4
1064,VIR,2022-03-13,10,10,0,1,6,6,6
1065,VISL,2022-03-13,0,0,0,6,8,6,6
1066,VJET,2022-03-13,20,20,0,1,6,8,10
1067,VLDR,2022-03-13,10,10,0,1,10,7,9
1068,VLO,2022-03-13,10,20,0,2,9,3,5
1069,VMC,2022-03-13,10,10,0,1,9,5,6
1070,VMW,2022-03-13,1,16,-19,21,8,9,8
1071,VOD,2022-03-13,18,18,0,2,6,6,8
1072,VRM,2022-03-13,4,20,0,5,10,8,6
1073,VRSN,2022-03-13,13,13,0,2,4,3,3
1074,VRTX,2022-03-13,0,0,0,3,15,13,9
1075,VST,2022-03-13,19,19,0,1,12,9,9
1076,VTNR,2022-03-13,13,18,0,7,13,8,7
1077,VTR,2022-03-13,7,7,0,1,13,10,8
1078,VTRS,2022-03-13,10,10,0,1,5,-2,2
1079,VTVT,2022-03-13,20,20,0,1,9,7,6
1080,VXRT,2022-03-13,-4,0,-18,5,5,6,7
1081,VZ,2022-03-13,22,31,-15,63,9,10,7
1082,W,2022-03-13,3,19,-7,9,3,1,1
1083,WAT,2022-03-13,10,10,0,1,7,7,7
1084,WB,2022-03-13,2,24,-27,789,2,1,2
1085,WBA,2022-03-13,16,16,0,2,14,12,10
1086,WDC,2022-03-13,-5,10,-11,9,2,3,1
1087,WEC,2022-03-13,3,15,-16,39,4,6,7
1088,WELL,2022-03-13,0,0,0,1,11,11,11
1089,WFC,2022-03-13,-7,17,-15,22,-2,-4,-1
1090,WHR,2022-03-13,1,14,-11,61,6,0,1
1091,WIFI,2022-03-13,17,17,0,1,18,8,7
1092,WIN,2022-03-13,22,28,0,41,18,14,17
1093,WING,2022-03-13,2,16,-13,19,7,3,1
1094,WISH,2022-03-13,15,19,-12,18,17,11,13
1095,WIT,2022-03-13,5,12,0,8,-1,2,5
1096,WIX,2022-03-13,5,19,-9,18,2,4,5
1097,WKHS,2022-03-13,-1,13,-11,7,13,14,12
1098,WLDN,2022-03-13,14,14,0,1,6,10,9
1099,WM,2022-03-13,2,14,-14,9,0,0,-2
1100,WMT,2022-03-13,14,33,-19,140,3,1,4
1101,WOLF,2022-03-13,0,0,0,2,7,5,6
1102,WORK,2022-03-13,0,0,0,3,6,3,4
1103,WSM,2022-03-13,20,20,0,1,8,9,7
1104,WTI,2022-03-13,7,14,0,4,18,11,12
1105,WTRE,2022-03-13,-3,21,-29,141,10,6,6
1106,WU,2022-03-13,-2,3,-18,7,6,-3,-3
1107,WVE,2022-03-13,20,20,0,1,8,8,8
1108,WWR,2022-03-13,0,0,-2,6,14,11,8
1109,WY,2022-03-13,17,17,0,2,9,7,7
1110,WYNN,2022-03-13,17,17,0,1,5,3,6
1111,X,2022-03-13,0,0,0,9,12,14,11
1112,XAIR,2022-03-13,20,20,0,1,13,10,12
1113,XCUR,2022-03-13,18,18,0,3,17,20,20
1114,XEL,2022-03-13,18,18,0,10,16,17,12
1115,XELA,2022-03-13,11,17,0,8,20,16,16
1116,XELB,2022-03-13,13,18,0,18,14,15,11
1117,XERS,2022-03-13,-5,18,-12,7,8,7,8
1118,XL,2022-03-13,-9,0,-11,5,8,11,10
1119,XOM,2022-03-13,4,21,-15,97,17,2,-1
1120,XRX,2022-03-13,0,0,0,1,1,-2,-1
1121,XSPA,2022-03-13,-1,18,-12,6,4,6,5
1122,XYL,2022-03-13,7,7,0,1,3,2,5
1123,YELP,2022-03-13,4,17,-16,58,-3,-5,1
1124,YETI,2022-03-13,9,24,-15,66,10,4,6
1125,YEXT,2022-03-13,14,14,0,1,1,1,3
1126,YUM,2022-03-13,0,0,0,1,5,5,6
1127,YVR,2022-03-13,0,0,0,1,6,6,7
1128,YY,2022-03-13,10,15,-16,6,4,6,5
1129,Z,2022-03-13,0,16,-12,21,-4,-5,-1
1130,ZG,2022-03-13,-1,17,-16,18,-5,-7,-2
1131,ZGNX,2022-03-13,0,0,0,1,0,0,0
1132,ZI,2022-03-13,7,7,0,1,10,9,9
1133,ZIM,2022-03-13,7,20,0,9,19,14,16
1134,ZM,2022-03-13,17,23,-15,27,13,10,11
1135,ZNGA,2022-03-13,9,12,0,4,11,10,9
1136,ZOM,2022-03-13,0,0,0,4,16,19,20
1137,ZS,2022-03-13,-4,0,-5,13,12,11,9
1138,ZTS,2022-03-13,20,20,0,2,14,6,6
1139,ZUMZ,2022-03-13,10,10,0,1,0,-1,0
