level_0,timestamp,F_1_m_returns,EMA15,EMA30,EMA45,StochRSI
AGR,2022-03-04 16:20:00+00:00,-0.0009047726758651953,1.4374252028121485e-05,4.2935418481779376e-05,2.1237997275363554e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:21:00+00:00,-0.002490378084672895,-0.0002987197900595056,-0.00012050416236690929,-8.796270193977814e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:22:00+00:00,0.0,-0.0002613798163020674,-0.0001127297002787216,-8.413823663804865e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:23:00+00:00,0.0,-0.00022870733926430898,-0.00010545681638977183,-8.048005243639437e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:24:00+00:00,-0.00022696323195658952,-0.00022848932585084404,-0.0001132959399747278,-8.684888632857677e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:25:00+00:00,-0.0015891032917140224,-0.00039856607158374137,-0.0002085093175062952,-0.00015216429525837877,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:26:00+00:00,-0.00011368804001810062,-0.00036295631763803626,-0.0002023918157328633,-0.00015049141459575797,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:27:00+00:00,0.0003411028993747234,-0.0002749489155114413,-0.0001673276405646319,-0.00012911774877095444,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:28:00+00:00,-0.00045464878381462626,-0.0002974113990493394,-0.00018586448851624443,-0.0001432712720337228,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:29:00+00:00,0.0005685694791903728,-0.00018916378926937534,-0.0001371913293093659,-0.0001123216741544143,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:30:00+00:00,-0.00034094783498128667,-0.00020813679498336425,-0.00015033691032045757,-0.00012226194201645223,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:31:00+00:00,-0.00022737608003631227,-0.00021054170561498275,-0.0001553071793343837,-0.0001268321219303592,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:32:00+00:00,0.00011371389583803015,-0.00017000975543335613,-0.00013795098093616345,-0.00011637359941869012,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:33:00+00:00,-0.00022740193291637123,-0.00017718377761873302,-0.00014372201009617687,-0.0001212009182664154,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:34:00+00:00,-0.0003411804844762889,-0.0001976833659759275,-0.00015646126650779702,-0.00013076524723206208,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:35:00+00:00,0.00011376564277587597,-0.00015875223988195207,-0.0001390272723604633,-0.00012013346940562999,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:36:00+00:00,0.0007962689113867327,-3.9374595973366475e-05,-7.868558308645066e-05,-8.028988763204902e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:37:00+00:00,0.0004546487838144042,2.237832650010486e-05,-4.427691425413745e-05,-5.703168452568149e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:38:00+00:00,0.0004544421722336711,7.638630721680065e-05,-1.2101489319440128e-05,-3.479369075353573e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:39:00+00:00,0.0,6.683801881470057e-05,-1.1320748073024638e-05,-3.328092159033852e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:41:00+00:00,0.00045423574835323777,0.00011526273500701771,1.8715154922218093e-05,-1.2084544636269984e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:42:00+00:00,0.000454029511918419,0.00015760858212094287,4.679995214777944e-05,8.181283909586057e-06,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:43:00+00:00,-0.0007941910596778179,3.863362689609777e-05,-7.457532486130059e-06,-2.6704470159431502e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:44:00+00:00,0.0014760985579653774,0.0002183167432797577,8.82557636720317e-05,3.8634791932951484e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:45:00+00:00,-0.00045351473922905505,0.0001343378079661561,5.330282800099386e-05,1.7236986230255552e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:46:00+00:00,0.0009074410163338875,0.00023097570901212252,0.00010840851757085797,5.5941509278239546e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:47:00+00:00,-0.0014732547597461343,1.7946900417340427e-05,6.365725485890734e-06,-1.0545285027168007e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:48:00+00:00,0.001588922937237447,0.00021431890501985373,0.00010846619076018468,5.8996811593032636e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:49:00+00:00,-0.0014730878186968166,3.393064555269929e-06,6.430448214571704e-06,-7.615563636960808e-06,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:50:00+00:00,-0.00017022242396735887,-1.830887151005867e-05,-4.966511281036719e-06,-1.4685427129586812e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:51:00+00:00,-5.6750468191424375e-05,-2.3114071095229383e-05,-8.307411726868182e-06,-1.651434195836236e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:52:00+00:00,0.001816118047673232,0.00020678994375082827,0.00010939745662152536,6.316532715605478e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:53:00+00:00,0.0,0.00018094120078197473,0.00010233955619433019,6.04190085840524e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:54:00+00:00,0.0004532064355313725,0.00021497435512564945,0.00012497612905478455,7.749672279915327e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:55:00+00:00,0.0036240090600228037,0.0006411036932377937,0.0003507201891172374,0.00023169291137409458,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:56:00+00:00,0.0009027307605506962,0.0006738070766519065,0.00038633377437100893,0.0002608684700339468,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 16:58:00+00:00,-0.0011273957158963732,0.00044865672758337156,0.0002886738072569843,0.00020050915760219377,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:00:00+00:00,0.0002257336343116645,0.0004207913409244082,0.0002846131509379314,0.00020160587398086643,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:01:00+00:00,0.0010155721056193112,0.0004951389365112711,0.0003317717931754398,0.0002369957101390597,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:02:00+00:00,0.0,0.0004332465694473622,0.0003103671613576695,0.00022669154882866578,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:03:00+00:00,0.0012399954909254607,0.0005340901846321246,0.00037034318262010765,0.00027074824196330905,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:04:00+00:00,-0.0005629362756135459,0.00039696187710141573,0.0003101316046695494,0.00023450108902518493,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:05:00+00:00,-0.00011265067027133036,0.00033326030867982247,0.00028285532886691204,0.00021940753427316254,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:06:00+00:00,-0.0009013068949976777,0.00017893940822013497,0.00020645776603693853,0.00017068081995703905,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:07:00+00:00,0.0019170049616596962,0.00039619760240008016,0.0003168156496255036,0.0002466079565528068,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:08:00+00:00,0.0005627462014632378,0.00041701617728297485,0.00033268213684084134,0.000260353097635869,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:09:00+00:00,0.0020247469066365653,0.0006179825184521737,0.0004418476058599203,0.0003370658719402471,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:10:00+00:00,0.0008980691513247319,0.0006529933475612434,0.0004712812539544243,0.0003614573188700073,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:11:00+00:00,-0.0006617317182592286,0.0004886527143336844,0.00039818364284386606,0.0003169708389948232,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:12:00+00:00,-0.0004601519623796957,0.00037005212974451196,0.0003428071521842815,0.0002831828911089745,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:13:00+00:00,0.0004491354143272286,0.0003799375403173515,0.00034966704006447166,0.00029039821820542035,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:14:00+00:00,0.00033670033670030186,0.0003745328898652203,0.0003488304785571059,0.00029241135379215433,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:15:00+00:00,-0.00033658700774152894,0.00028564290266437664,0.00030460999557009724,0.0002650635989428638,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:16:00+00:00,-0.00022446689113353457,0.00022187917843963776,0.0002704760028795403,0.00024377966459171606,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:17:00+00:00,-0.00022451728783112745,0.0001660796201557921,0.00023854095186594888,0.00022341892752985332,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:18:00+00:00,-0.00044913541432745063,8.917774084538676e-05,0.00019417473469218117,0.00019417743440562271,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:19:00+00:00,0.001348011682767991,0.0002465319835857123,0.000268615828116427,0.00024434414085616047,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:20:00+00:00,-0.0010096477451200236,8.950951749749531e-05,0.00018614721048826888,0.00018982275450936986,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:21:00+00:00,0.0003368893879842627,0.00012043200130834123,0.000195872512262204,0.0001962169559648,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:22:00+00:00,0.0017961383026492417,0.0003298952889759538,0.00029911546648072256,0.00026577875364673225,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:23:00+00:00,-0.0008964589870013029,0.00017660100447879675,0.00022198163077220481,0.0002152466779663829,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:24:00+00:00,-0.0008972633467922986,4.2367960569909824e-05,0.00014977227738094656,0.0001668766768899185,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:25:00+00:00,0.00044903457566247695,9.320128745648072e-05,0.00016907952243136787,0.00017914441161916018,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:26:00+00:00,-0.00022441651705573662,5.349906189245355e-05,0.00014369268117413536,0.000161598284285469,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:27:00+00:00,0.0008978675645343603,0.00015904512472269188,0.0001923491252618918,0.0001936099921223773,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:28:00+00:00,-0.00011213276519406179,0.00012514788848309768,0.00017270513232924966,0.000180316828760793,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:29:00+00:00,0.0003364360210833528,0.00015155890505812956,0.00018326841547467568,0.00018710461973133908,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:30:00+00:00,0.00022421524663673864,0.0001606409477554557,0.00018591014651738944,0.00018871812524896516,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:31:00+00:00,0.00033624747814386957,0.00018259176405400741,0.0001956093292029688,0.00019513244494004796,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:32:00+00:00,0.0010084033613446675,0.00028581821371533993,0.000248047653857272,0.00023049205000111837,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:33:00+00:00,-0.00025520483546004336,0.00021819033256841703,0.000215579751320671,0.00020937479411150265,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:34:00+00:00,-0.0004164931278634043,0.00013885490001443935,0.00017480085588944034,0.00018216314532998497,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:35:00+00:00,0.00011200716845882752,0.00013549893356998787,0.00017074965024875565,0.00017911288546602162,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:36:00+00:00,0.0010079516183221227,0.00024455551916400473,0.0002247626804470374,0.00021514935211193906,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:37:00+00:00,-0.0013425822331616377,4.616330012329942e-05,0.00012364365376260676,0.00014742189188265314,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:38:00+00:00,-0.00022406453058487763,1.238482128477729e-05,0.0001012108676756723,0.00013127030829710834,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:39:00+00:00,-0.0003361721201254886,-3.118479639150594e-05,7.299261039817804e-05,0.00011094672445264762,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:40:00+00:00,-0.0001120950566079193,-4.129857891855761e-05,6.105147059133305e-05,0.00010124925571088384,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:42:00+00:00,-0.0005605381165918466,-0.00010620352112771874,2.0948916579515015e-05,7.247589169772166e-05,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
AGR,2022-03-04 17:43:00+00:00,-0.0015703869882220944,-0.0002892264545145157,-8.171791598833075e-05,1.0470708316426942e-06,<ta.momentum.StochRSIIndicator object at 0x0000027C952A5F48>
