,stock,date,score,positive_score,negative_score,activity,avg_7_days,avg_14_days,avg_30_days
98,ASTS,2022-03-07,-8,0,-19,5,15,18,16
99,ASX,2022-03-07,0,0,0,3,12,5,6
100,AT,2022-03-07,14,19,0,8,6,4,4
101,ATA,2022-03-07,7,20,-7,5,12,11,13
102,ATER,2022-03-07,6,18,-6,2,15,11,12
103,ATIF,2022-03-07,1,19,0,19,0,2,3
104,ATO,2022-03-07,1,8,-20,34,9,11,17
105,ATSG,2022-03-07,20,20,0,1,5,5,8
106,ATVI,2022-03-07,-2,17,-18,93,-14,-11,-5
107,AUD,2022-03-07,-11,15,-21,27,-20,-18,-7
108,AUPH,2022-03-07,12,12,0,1,12,12,13
109,AUTO,2022-03-07,9,10,0,7,9,8,10
110,AVGO,2022-03-07,18,22,0,25,20,15,12
111,AVIR,2022-03-07,0,0,0,1,10,11,11
112,AVLR,2022-03-07,0,0,0,2,1,3,5
113,AVXL,2022-03-07,-19,0,-19,1,3,4,5
114,AXP,2022-03-07,2,19,-12,174,-8,4,5
115,AYX,2022-03-07,-7,0,-19,5,5,7,7
116,AZN,2022-03-07,7,17,-19,9,-7,-6,-2
117,AZO,2022-03-07,-6,11,-19,6,2,3,4
118,BA,2022-03-07,-4,14,-9,54,-2,-4,4
119,BABA,2022-03-07,11,18,-16,24,11,14,16
120,BAC,2022-03-07,3,15,-12,13,10,3,6
121,BALY,2022-03-07,-18,0,-18,1,-2,0,1
122,BAM,2022-03-07,12,12,0,2,8,3,8
123,BAX,2022-03-07,12,17,0,3,4,3,6
124,BB,2022-03-07,12,17,0,18,9,10,11
125,BBBY,2022-03-07,17,35,-12,339,6,6,9
126,BBIG,2022-03-07,18,30,-17,95,24,22,27
127,BBL,2022-03-07,6,12,0,2,11,7,9
128,BBT,2022-03-07,24,24,0,17,29,21,15
129,BBY,2022-03-07,2,22,-15,200,10,7,9
130,BCE,2022-03-07,1,20,0,25,0,-6,-4
131,BCOW,2022-03-07,20,20,0,1,13,13,15
132,BCRX,2022-03-07,12,12,0,1,11,11,11
133,BCS,2022-03-07,-1,13,-6,74,-5,-7,-2
134,BCTX,2022-03-07,11,11,0,1,9,7,10
135,BDC,2022-03-07,10,20,0,2,5,7,6
136,BDR,2022-03-07,0,0,0,1,8,8,6
137,BDX,2022-03-07,5,14,0,3,7,7,7
138,BE,2022-03-07,-18,0,-18,1,5,5,6
139,BEAM,2022-03-07,20,20,0,1,11,9,13
140,BEN,2022-03-07,-11,7,-18,4,-1,3,5
141,BFLY,2022-03-07,0,0,0,1,3,1,3
142,BGFV,2022-03-07,20,20,0,1,13,7,7
143,BGI,2022-03-07,0,0,0,1,3,3,5
144,BHC,2022-03-07,12,12,0,1,7,6,11
145,BHP,2022-03-07,4,7,-8,19,10,6,3
146,BIDU,2022-03-07,-10,0,-12,5,7,3,2
147,BIGC,2022-03-07,5,17,-7,8,7,6,5
148,BIIB,2022-03-07,8,8,0,1,0,0,3
149,BILI,2022-03-07,5,16,-14,7,-6,-1,3
150,BIO,2022-03-07,0,0,0,1,6,6,7
151,BJ,2022-03-07,20,20,0,1,5,5,5
152,BK,2022-03-07,12,12,0,1,9,8,8
153,BKD,2022-03-07,0,0,0,1,3,5,5
154,BKH,2022-03-07,0,0,0,1,1,-1,4
155,BKI,2022-03-07,-3,5,-11,6,-4,1,3
156,BKNG,2022-03-07,0,0,0,2,8,5,7
157,BKR,2022-03-07,11,13,0,7,4,4,6
158,BLDP,2022-03-07,20,20,0,1,4,5,5
159,BLDR,2022-03-07,12,12,0,1,11,9,7
160,BLIN,2022-03-07,7,14,0,2,7,6,8
161,BLK,2022-03-07,14,21,-15,37,-6,-10,-8
162,BLL,2022-03-07,0,0,0,1,5,7,8
163,BLNK,2022-03-07,-14,0,-14,3,4,4,8
164,BLU,2022-03-07,7,7,0,1,11,10,11
165,BLUE,2022-03-07,13,19,0,3,9,8,7
166,BNGO,2022-03-07,16,16,0,2,15,15,16
167,BNTX,2022-03-07,3,16,0,13,3,2,4
168,BODY,2022-03-07,12,12,0,1,5,4,5
169,BON,2022-03-07,-12,0,-12,1,7,9,12
170,BORR,2022-03-07,20,20,0,16,15,14,10
171,BOX,2022-03-07,9,11,0,5,7,7,6
172,BOXL,2022-03-07,10,20,0,2,5,5,6
173,BP,2022-03-07,6,17,-10,11,12,7,10
174,BRN,2022-03-07,18,18,0,4,13,8,6
175,BSX,2022-03-07,10,10,0,7,5,7,8
176,BTBT,2022-03-07,-13,19,-18,8,10,9,12
177,BTNB,2022-03-07,3,16,0,6,5,9,9
178,BTU,2022-03-07,14,18,0,15,14,9,12
179,BTWN,2022-03-07,1,5,0,7,1,2,3
180,BURL,2022-03-07,12,12,0,3,5,9,7
181,BW,2022-03-07,7,14,0,2,8,2,4
182,BWA,2022-03-07,6,19,0,3,-1,1,5
183,BYND,2022-03-07,7,13,-11,6,7,4,5
184,BZUN,2022-03-07,17,17,0,6,9,7,5
185,C,2022-03-07,3,14,-15,11,-5,-1,3
186,CAKE,2022-03-07,0,16,-15,2,-1,-1,3
187,CAN,2022-03-07,12,12,0,1,12,10,11
188,CANO,2022-03-07,5,5,0,1,7,4,7
189,CAR,2022-03-07,7,7,0,7,19,14,10
190,CARA,2022-03-07,7,14,0,2,4,5,4
191,CASA,2022-03-07,-3,17,-16,11,3,0,6
192,CAT,2022-03-07,6,12,0,6,14,13,14
193,CB,2022-03-07,19,19,0,1,4,7,5
194,CBRE,2022-03-07,19,19,0,1,2,0,2
195,CC,2022-03-07,0,0,0,1,9,5,5
196,CCIV,2022-03-07,2,20,-15,2,11,10,15
197,CCJ,2022-03-07,4,16,-19,3,10,13,16
198,CCL,2022-03-07,7,15,0,8,11,11,7
199,CCO,2022-03-07,-18,0,-18,1,3,10,11
200,CCOI,2022-03-07,0,0,0,1,-11,-6,0
201,CDE,2022-03-07,12,12,0,1,8,6,6
202,CDEV,2022-03-07,8,15,0,2,7,6,7
203,CEI,2022-03-07,30,36,-13,239,32,28,26
204,CELP,2022-03-07,5,19,-10,2,10,10,10
205,CERE,2022-03-07,0,0,0,70,3,5,9
206,CERN,2022-03-07,6,12,0,2,4,3,6
207,CETX,2022-03-07,18,18,0,1,10,8,7
208,CF,2022-03-07,2,9,0,7,14,11,14
209,CFG,2022-03-07,18,18,0,8,5,5,6
210,CFVI,2022-03-07,12,12,0,1,9,10,17
211,CGA,2022-03-07,0,0,0,1,9,7,10
212,CGC,2022-03-07,17,17,0,2,7,10,12
213,CGRO,2022-03-07,-5,0,-5,1,-5,1,3
214,CHGG,2022-03-07,12,12,0,1,-3,-2,1
215,CHK,2022-03-07,10,20,0,2,2,4,4
216,CHRS,2022-03-07,10,20,0,2,6,6,6
217,CHWY,2022-03-07,-11,0,-16,3,17,17,15
218,CI,2022-03-07,16,16,0,2,7,3,5
219,CIEN,2022-03-07,10,16,0,10,4,5,6
220,CIG,2022-03-07,20,20,0,5,9,7,9
221,CL,2022-03-07,5,23,-6,53,7,12,10
222,CLB,2022-03-07,0,0,0,1,15,14,11
223,CLF,2022-03-07,8,9,0,18,16,14,12
224,CLNE,2022-03-07,0,0,0,2,7,7,6
225,CLOV,2022-03-07,-6,16,-10,11,6,10,11
226,CLR,2022-03-07,11,16,0,3,7,6,8
227,CLSD,2022-03-07,20,20,0,1,11,9,8
228,CLSK,2022-03-07,7,13,0,4,7,8,8
229,CLSN,2022-03-07,20,20,0,1,8,5,2
230,CLX,2022-03-07,0,0,0,1,-10,-2,1
231,CMCSA,2022-03-07,3,18,-12,16,-4,-9,-6
232,CME,2022-03-07,16,16,0,1,9,6,7
233,CMG,2022-03-07,6,12,0,2,11,9,9
234,CMI,2022-03-07,0,0,0,1,2,3,5
235,CNK,2022-03-07,-1,9,-19,8,12,7,6
236,CNQ,2022-03-07,5,14,0,6,15,12,9
237,COG,2022-03-07,0,0,0,1,1,1,3
238,COIN,2022-03-07,1,17,-16,12,11,14,16
239,COO,2022-03-07,9,17,0,4,6,7,7
240,COP,2022-03-07,13,17,0,4,11,10,10
241,COST,2022-03-07,6,22,-16,57,6,5,6
242,COTY,2022-03-07,12,12,0,1,5,5,7
243,COUP,2022-03-07,5,5,0,1,7,4,6
244,COUR,2022-03-07,3,13,-11,7,2,0,5
245,CPB,2022-03-07,20,20,0,1,14,11,10
246,CPE,2022-03-07,13,20,0,3,13,11,11
247,CPNG,2022-03-07,18,18,0,3,4,5,7
248,CPRX,2022-03-07,19,19,0,52,16,13,13
249,CRCT,2022-03-07,1,7,0,5,-1,0,2
250,CRESY,2022-03-07,20,20,0,1,14,13,9
251,CREX,2022-03-07,7,7,0,1,13,13,10
252,CRK,2022-03-07,-9,0,-17,2,3,3,5
253,CRM,2022-03-07,13,23,-14,60,10,9,8
254,CRON,2022-03-07,10,23,0,105,11,9,17
255,CROX,2022-03-07,1,11,-13,23,0,2,5
256,CRSR,2022-03-07,12,12,0,1,13,11,11
257,CRUS,2022-03-07,0,0,0,1,10,7,5
258,CRWD,2022-03-07,21,24,0,32,11,10,7
259,CS,2022-03-07,-7,14,-26,112,-18,-21,-11
260,CSCO,2022-03-07,6,16,-19,20,-1,1,4
261,CSGP,2022-03-07,-2,6,-13,6,-5,-5,0
262,CSPR,2022-03-07,22,23,0,16,19,16,19
263,CSX,2022-03-07,4,12,-14,5,3,0,2
264,CTIB,2022-03-07,23,27,-17,35,2,4,7
265,CTIC,2022-03-07,-6,0,-6,1,12,10,10
266,CTL,2022-03-07,0,0,0,3,-1,-2,-4
267,CTRA,2022-03-07,10,19,0,2,10,9,9
268,CTRM,2022-03-07,13,13,0,6,13,11,14
269,CTXS,2022-03-07,-2,12,-5,8,0,0,2
270,CURO,2022-03-07,20,20,0,1,10,14,12
271,CUTR,2022-03-07,0,18,-19,2,8,7,9
272,CVE,2022-03-07,0,0,0,1,3,5,6
273,CVS,2022-03-07,7,9,0,5,8,8,10
274,CVX,2022-03-07,5,20,-19,104,-15,-4,-6
275,CXM,2022-03-07,20,20,0,1,6,5,4
276,CXO,2022-03-07,17,17,0,1,13,9,10
277,CYAN,2022-03-07,15,15,0,1,12,11,9
278,CYRN,2022-03-07,12,20,0,5,16,12,9
279,CZR,2022-03-07,8,12,0,3,8,6,9
280,D,2022-03-07,16,16,0,2,9,5,6
281,DAL,2022-03-07,6,15,-12,14,3,3,4
282,DAN,2022-03-07,6,12,0,2,8,6,8
283,DASH,2022-03-07,-33,17,-41,175,-7,-9,-4
284,DATA,2022-03-07,0,0,0,1,13,12,13
285,DB,2022-03-07,-1,0,-13,12,-21,-13,-7
286,DBX,2022-03-07,1,20,-14,18,2,3,2
287,DCP,2022-03-07,0,0,0,1,5,9,6
288,DD,2022-03-07,12,12,0,2,6,8,10
289,DDD,2022-03-07,14,19,0,4,10,7,8
290,DDOG,2022-03-07,8,12,0,3,13,14,17
291,DE,2022-03-07,7,16,-15,17,-3,4,3
292,DEH,2022-03-07,2,18,0,8,-9,-4,1
293,DEO,2022-03-07,-10,0,-10,1,1,0,3
294,DFS,2022-03-07,12,12,0,2,6,6,9
295,DG,2022-03-07,3,18,-13,12,-3,-3,3
296,DGLY,2022-03-07,18,18,0,1,10,8,8
297,DHR,2022-03-07,6,9,0,3,4,8,9
298,DHT,2022-03-07,11,11,0,5,1,-2,-2
299,DIS,2022-03-07,2,17,-14,83,6,4,11
300,DISCA,2022-03-07,-5,14,-18,11,6,9,10
301,DISCB,2022-03-07,-27,22,-42,249,-14,-12,-10
302,DISCK,2022-03-07,-2,17,-18,11,7,7,9
303,DISH,2022-03-07,12,12,0,2,7,6,6
304,DK,2022-03-07,0,0,0,1,7,7,5
305,DKNG,2022-03-07,15,24,-9,39,9,8,11
306,DKS,2022-03-07,12,12,0,1,6,5,6
307,DLB,2022-03-07,20,20,0,1,12,12,10
308,DLPN,2022-03-07,-2,0,-13,6,2,2,-1
309,DLR,2022-03-07,2,2,0,1,9,9,8
310,DLTR,2022-03-07,-3,9,-14,7,-8,-5,-3
311,DNKN,2022-03-07,4,18,-3,16,-4,-5,-5
312,DNN,2022-03-07,6,14,-4,4,16,16,14
313,DNUT,2022-03-07,11,15,-11,16,6,6,5
314,DOCN,2022-03-07,0,0,0,6,8,10,9
315,DOCU,2022-03-07,10,18,0,18,0,3,3
316,DORM,2022-03-07,-16,0,-16,1,4,4,4
317,DOV,2022-03-07,18,18,0,1,12,10,10
318,DOW,2022-03-07,9,12,0,4,1,6,7
319,DPZ,2022-03-07,-1,7,-19,4,3,3,5
320,DQ,2022-03-07,12,12,0,1,9,6,7
321,DRE,2022-03-07,-14,0,-14,1,4,3,4
322,DRI,2022-03-07,7,7,0,1,9,11,9
323,DSP,2022-03-07,20,20,0,1,12,9,11
324,DSS,2022-03-07,20,20,0,1,11,9,4
325,DT,2022-03-07,0,0,0,1,6,5,6
326,DTE,2022-03-07,0,0,0,1,-2,0,2
327,DUK,2022-03-07,12,12,0,1,9,5,5
328,DVN,2022-03-07,4,15,0,24,11,12,13
329,DXC,2022-03-07,-3,0,-3,1,4,4,4
330,DXCM,2022-03-07,0,0,0,1,5,2,5
331,DXYN,2022-03-07,0,0,0,1,0,2,2
332,E,2022-03-07,17,19,0,10,9,8,7
333,EA,2022-03-07,10,13,0,4,-1,1,6
334,EB,2022-03-07,1,20,-19,5,-1,2,3
335,EBAY,2022-03-07,-1,14,-8,20,-9,-7,-3
336,EBON,2022-03-07,12,12,0,1,10,9,11
337,EDU,2022-03-07,12,12,0,3,7,5,4
338,EEIQ,2022-03-07,0,0,0,1,6,5,8
339,EFX,2022-03-07,-1,16,-19,5,-7,-3,0
340,EHTH,2022-03-07,0,0,0,7,3,4,7
341,EJH,2022-03-07,0,0,0,1,10,5,8
342,EL,2022-03-07,6,15,0,5,-2,-4,2
343,ELAN,2022-03-07,12,12,0,1,7,8,8
344,EMR,2022-03-07,5,12,0,5,9,7,8
345,ENB,2022-03-07,0,0,0,2,0,-2,-2
346,ENDP,2022-03-07,3,17,-20,6,0,-3,2
347,ENG,2022-03-07,0,0,0,4,6,6,6
348,ENPH,2022-03-07,17,17,0,3,10,9,11
349,ENR,2022-03-07,3,14,0,5,7,4,6
350,ENSV,2022-03-07,10,13,0,15,18,16,15
351,EOG,2022-03-07,1,4,0,3,4,4,8
352,EOLS,2022-03-07,7,7,0,1,8,9,8
353,EOSE,2022-03-07,16,17,0,14,10,8,6
354,EPAM,2022-03-07,-25,0,-25,37,-24,-24,-24
355,EPD,2022-03-07,0,0,0,1,5,7,5
356,EQIX,2022-03-07,-7,17,-19,3,0,3,5
357,EQNR,2022-03-07,10,19,0,2,6,6,6
358,EQOS,2022-03-07,20,20,0,1,7,6,9
359,EQT,2022-03-07,10,20,0,2,4,3,3
360,ERIC,2022-03-07,-2,16,-9,15,-15,-6,-1
361,ES,2022-03-07,36,39,-15,128,15,14,13
362,ESSC,2022-03-07,-18,0,-18,1,6,6,10
363,ET,2022-03-07,0,0,0,2,10,9,11
364,ETR,2022-03-07,18,18,0,1,-1,-4,-1
365,ETRN,2022-03-07,0,0,0,1,9,6,8
366,ETSY,2022-03-07,1,14,-15,15,0,-3,-2
367,ETWO,2022-03-07,0,0,0,1,-1,-1,1
368,EVK,2022-03-07,17,17,0,1,12,10,12
369,EXAS,2022-03-07,12,12,0,1,4,2,4
370,EXC,2022-03-07,16,17,0,76,11,4,6
371,EXPD,2022-03-07,12,12,0,1,7,7,7
372,EXPE,2022-03-07,-5,5,-14,12,-3,0,8
373,F,2022-03-07,10,25,-15,81,5,-7,-5
374,FANG,2022-03-07,2,12,-18,4,12,11,10
375,FB,2022-03-07,-1,11,-14,17,-11,-16,-4
376,FBHS,2022-03-07,12,12,0,1,8,8,7
377,FCEL,2022-03-07,18,20,-15,18,13,12,12
378,FCX,2022-03-07,3,10,0,12,21,18,17
379,FDS,2022-03-07,12,12,0,1,5,8,8
380,FDX,2022-03-07,-16,12,-21,34,-9,-12,-13
381,FE,2022-03-07,17,17,0,1,-5,-3,-6
382,FF,2022-03-07,27,27,0,23,9,9,8
383,FFIV,2022-03-07,4,8,0,4,0,4,4
384,FIS,2022-03-07,0,0,0,4,8,7,9
385,FISV,2022-03-07,12,12,0,1,8,4,7
386,FITB,2022-03-07,12,12,0,1,7,8,10
387,FIVE,2022-03-07,18,18,0,1,8,6,5
388,FIVN,2022-03-07,20,20,0,1,5,4,7
389,FL,2022-03-07,4,12,0,3,-6,-5,2
390,FLEX,2022-03-07,-3,0,-5,2,2,3,5
391,FLR,2022-03-07,0,0,0,1,4,4,5
392,FNKO,2022-03-07,7,29,-17,195,4,4,3
393,FOX,2022-03-07,12,12,0,3,5,6,10
394,FOXA,2022-03-07,10,10,0,1,5,4,6
395,FREE,2022-03-07,15,19,0,5,0,1,2
396,FRO,2022-03-07,0,0,0,1,8,6,5
397,FRT,2022-03-07,12,12,0,1,12,9,9
398,FSLR,2022-03-07,2,12,-19,3,1,-2,3
399,FSLY,2022-03-07,0,12,-18,119,5,5,6
400,FSM,2022-03-07,0,0,0,1,13,11,12
401,FSR,2022-03-07,12,19,-11,7,20,19,20
402,FTCH,2022-03-07,11,15,0,4,3,3,4
403,FTI,2022-03-07,0,0,0,1,5,6,4
404,FTK,2022-03-07,13,19,0,10,16,13,15
405,FTNT,2022-03-07,-3,0,-6,4,3,1,2
406,FTSI,2022-03-07,1,7,-16,24,-9,-5,-4
407,FTV,2022-03-07,5,5,0,1,4,2,4
408,FUBO,2022-03-07,7,20,0,3,8,7,10
409,FULC,2022-03-07,17,17,0,4,5,6,5
410,FUSE,2022-03-07,20,20,0,2,19,13,15
411,FVRR,2022-03-07,-9,2,-15,11,-5,-1,3
412,GAME,2022-03-07,0,0,0,1,6,5,7
413,GB,2022-03-07,14,14,0,1,9,8,7
414,GBR,2022-03-07,-2,18,-12,59,10,10,11
415,GD,2022-03-07,10,17,-5,6,6,0,3
416,GDDY,2022-03-07,6,19,-11,23,-4,-5,1
417,GDRX,2022-03-07,0,0,0,3,4,-2,2
418,GE,2022-03-07,10,13,0,4,5,8,9
419,GENE,2022-03-07,0,0,0,1,2,2,4
420,GENI,2022-03-07,18,18,0,1,7,4,5
421,GEO,2022-03-07,-1,16,-24,66,-17,-16,-7
422,GERN,2022-03-07,0,0,0,1,4,3,3
423,GEVO,2022-03-07,15,15,0,6,8,6,7
424,GFI,2022-03-07,11,16,0,3,20,16,14
425,GFX,2022-03-07,-4,0,-4,4,14,11,10
426,GGPI,2022-03-07,29,29,0,33,33,25,25
427,GILD,2022-03-07,17,19,0,8,6,7,9
428,GIS,2022-03-07,4,16,-20,3,2,3,6
429,GLBS,2022-03-07,17,17,0,1,7,5,5
430,GLPG,2022-03-07,13,13,0,1,7,5,8
431,GLW,2022-03-07,15,15,0,4,4,4,7
432,GM,2022-03-07,8,25,-16,90,6,7,7
433,GMBL,2022-03-07,18,18,0,1,6,6,7
434,GME,2022-03-07,7,33,-28,465,13,11,15
435,GNC,2022-03-07,20,20,0,1,-4,-8,-3
436,GNOG,2022-03-07,0,0,0,4,6,6,6
437,GNUS,2022-03-07,10,12,0,5,14,14,14
438,GOEV,2022-03-07,18,18,0,1,9,9,5
439,GOLD,2022-03-07,-11,28,-33,244,20,18,17
440,GOOG,2022-03-07,-3,16,-13,25,-28,-21,-20
441,GOOGL,2022-03-07,25,29,-7,42,5,7,14
442,GPC,2022-03-07,-9,0,-9,3,4,7,8
443,GPRO,2022-03-07,-4,11,-17,7,-3,2,5
444,GPS,2022-03-07,0,12,-12,2,9,7,8
445,GRMN,2022-03-07,8,12,-13,16,6,7,8
446,GRPN,2022-03-07,17,17,0,2,5,3,4
447,GRWG,2022-03-07,0,0,0,1,2,3,7
448,GS,2022-03-07,-11,19,-22,77,14,10,4
449,GSK,2022-03-07,4,20,-11,2,-3,2,3
450,GT,2022-03-07,-10,0,-20,2,-10,-5,0
451,GTE,2022-03-07,16,20,0,6,8,10,15
452,GYRO,2022-03-07,20,20,0,4,13,9,7
453,HAL,2022-03-07,8,16,0,4,-7,-5,5
454,HALO,2022-03-07,12,12,0,1,8,8,8
455,HAS,2022-03-07,3,13,-15,9,-8,-6,-1
456,HBAN,2022-03-07,0,0,0,1,4,6,8
457,HBI,2022-03-07,12,16,-6,6,10,7,6
458,HCA,2022-03-07,10,17,0,5,15,15,16
459,HCI,2022-03-07,18,18,0,1,-2,1,3
460,HCP,2022-03-07,-11,0,-15,4,-5,-7,-4
461,HD,2022-03-07,-6,14,-15,19,2,3,8
462,HDB,2022-03-07,6,24,-20,45,-1,1,3
463,HES,2022-03-07,4,12,0,3,12,13,10
464,HGEN,2022-03-07,1,17,-15,6,10,10,9
465,HGSH,2022-03-07,18,18,0,1,19,9,8
466,HIHO,2022-03-07,-18,0,-18,1,0,0,3
467,HII,2022-03-07,0,0,0,1,7,7,7
468,HL,2022-03-07,-3,12,-11,3,13,10,9
469,HLT,2022-03-07,-2,12,-16,2,2,4,7
470,HMC,2022-03-07,-1,25,-19,416,5,3,9
471,HMI,2022-03-07,0,0,0,1,6,8,7
472,HOG,2022-03-07,3,18,-19,9,-3,2,5
473,HOL,2022-03-07,20,20,0,6,10,2,2
474,HON,2022-03-07,14,19,0,4,11,8,9
475,HOOD,2022-03-07,0,0,0,2,5,6,8
476,HOOK,2022-03-07,13,13,0,1,10,11,12
477,HP,2022-03-07,0,0,0,1,5,4,4
478,HPE,2022-03-07,0,0,0,3,9,6,8
479,HPK,2022-03-07,0,0,0,3,7,5,3
480,HPQ,2022-03-07,0,0,0,1,9,6,5
481,HRB,2022-03-07,-10,0,-10,7,-5,-6,-5
482,HSBC,2022-03-07,0,14,-16,15,-13,-18,-16
483,HSY,2022-03-07,6,10,-17,22,4,4,7
484,HTZ,2022-03-07,3,8,-16,17,-6,0,1
485,HUBS,2022-03-07,3,15,-18,8,10,10,12
486,HUM,2022-03-07,-7,0,-15,4,0,2,5
487,HUSA,2022-03-07,23,26,0,37,20,17,14
488,HUT,2022-03-07,-4,0,-15,4,12,10,12
489,HUYA,2022-03-07,20,20,0,1,1,-2,1
490,HYLN,2022-03-07,-6,0,-6,2,8,8,10
491,HZNP,2022-03-07,20,20,0,1,9,8,5
492,IAG,2022-03-07,-12,0,-12,1,7,5,5
493,IBEX,2022-03-07,8,12,0,3,5,5,5
