,stock,date,score,positive_score,negative_score,activity,avg_7_days,avg_14_days,avg_30_days
45,ALZN,2022-03-09,-2,0,-4,2,4,6,2
46,AM,2022-03-09,3,12,0,4,3,5,4
47,AMAT,2022-03-09,18,18,0,1,12,11,12
48,AMC,2022-03-09,16,37,-31,290,28,22,23
49,AMD,2022-03-09,17,30,-15,56,27,28,26
50,AMG,2022-03-09,18,18,0,1,8,7,6
51,AMGN,2022-03-09,17,17,0,1,3,7,6
52,AMPY,2022-03-09,-13,14,-24,33,-22,-26,-17
53,AMR,2022-03-09,18,18,0,3,16,11,11
54,AMRC,2022-03-09,2,20,-15,2,6,6,8
55,AMRS,2022-03-09,10,20,0,2,8,7,6
56,AMT,2022-03-09,17,17,0,1,10,9,11
57,AMZN,2022-03-09,1,14,-15,23,-12,-8,-6
58,ANTM,2022-03-09,-16,0,-16,1,7,7,7
59,ANY,2022-03-09,17,17,0,3,21,17,18
60,AON,2022-03-09,-16,0,-16,1,-1,3,5
61,APA,2022-03-09,16,16,0,3,18,16,13
62,APC,2022-03-09,10,10,0,1,6,5,5
63,APDN,2022-03-09,18,18,0,1,10,5,6
64,APH,2022-03-09,0,0,0,1,7,7,7
65,APHA,2022-03-09,19,19,0,2,12,10,13
66,APP,2022-03-09,0,0,0,1,2,4,5
67,APPH,2022-03-09,20,20,0,5,14,9,9
68,APRN,2022-03-09,0,0,0,1,0,-1,1
69,APTV,2022-03-09,20,20,0,1,3,0,5
70,APWC,2022-03-09,19,19,0,1,4,5,6
71,ARE,2022-03-09,0,0,0,1,2,4,4
72,ARTL,2022-03-09,0,0,0,1,11,9,9
73,ARVL,2022-03-09,-18,29,-36,138,-6,-11,3
74,ASAN,2022-03-09,0,0,0,1,3,7,9
75,ASC,2022-03-09,19,19,0,12,12,9,9
76,ASM,2022-03-09,0,0,0,2,16,12,11
77,ASML,2022-03-09,20,20,0,1,9,9,9
78,ASTS,2022-03-09,12,12,0,3,20,20,17
79,ASX,2022-03-09,2,4,0,2,10,8,5
80,AT,2022-03-09,0,0,0,6,6,4,4
81,ATA,2022-03-09,20,20,0,4,14,12,13
82,ATER,2022-03-09,6,12,-1,2,20,13,13
83,ATHA,2022-03-09,19,19,0,1,14,11,6
84,ATIF,2022-03-09,8,8,0,4,1,1,3
85,ATO,2022-03-09,-3,0,-8,3,9,8,16
86,ATRA,2022-03-09,-18,0,-18,1,3,0,0
87,ATSG,2022-03-09,-14,0,-14,1,5,4,8
88,ATVI,2022-03-09,-1,21,-22,148,-3,-8,-2
89,AUD,2022-03-09,-8,15,-21,32,-14,-21,-7
90,AUPH,2022-03-09,-15,0,-15,2,8,10,11
91,AUTL,2022-03-09,6,6,0,1,7,8,6
92,AUTO,2022-03-09,24,25,0,22,11,9,10
93,AVAV,2022-03-09,20,20,0,1,10,9,7
94,AVCT,2022-03-09,16,16,0,4,16,12,13
95,AVGO,2022-03-09,2,19,0,10,15,13,12
96,AVID,2022-03-09,0,0,0,1,7,8,6
97,AXP,2022-03-09,9,17,-16,6,-4,2,5
98,AYRO,2022-03-09,0,0,0,1,11,7,6
99,AZN,2022-03-09,-5,17,-18,7,-6,-7,-3
100,AZO,2022-03-09,20,20,0,2,3,2,4
101,BA,2022-03-09,5,16,-7,15,-8,-6,3
102,BABA,2022-03-09,-3,23,-26,78,16,13,17
103,BAC,2022-03-09,5,17,-10,15,7,5,7
104,BAX,2022-03-09,-9,0,-9,1,1,2,5
105,BB,2022-03-09,2,18,-17,17,9,10,11
106,BBBY,2022-03-09,9,15,-12,43,11,5,9
107,BBIG,2022-03-09,18,18,0,1,28,24,27
108,BBT,2022-03-09,6,6,0,1,27,20,16
109,BBY,2022-03-09,3,16,-5,27,13,8,9
110,BCE,2022-03-09,19,19,0,1,5,1,-3
111,BCOV,2022-03-09,0,0,0,64,12,6,8
112,BCS,2022-03-09,18,26,-17,42,1,-3,-1
113,BCTX,2022-03-09,10,10,0,1,11,9,12
114,BDC,2022-03-09,7,20,0,3,4,4,6
115,BDX,2022-03-09,18,18,0,1,8,8,7
116,BE,2022-03-09,16,16,0,3,8,8,7
117,BEAM,2022-03-09,19,19,0,7,14,11,14
118,BHP,2022-03-09,1,18,-17,8,6,4,3
119,BHR,2022-03-09,-19,0,-19,1,-5,-2,6
120,BIDU,2022-03-09,0,0,0,2,15,8,4
121,BIG,2022-03-09,0,0,0,2,21,16,15
122,BIGC,2022-03-09,10,10,0,1,7,7,6
123,BIIB,2022-03-09,6,19,0,3,4,3,4
124,BILI,2022-03-09,-20,17,-26,42,-6,-2,3
125,BILL,2022-03-09,10,19,0,2,9,12,14
126,BIO,2022-03-09,18,18,0,1,7,7,7
127,BITF,2022-03-09,0,20,-9,6,13,12,12
128,BJ,2022-03-09,10,10,0,1,6,5,5
129,BK,2022-03-09,19,19,0,1,11,8,8
130,BKI,2022-03-09,1,19,-18,2,2,2,3
131,BKNG,2022-03-09,17,17,0,2,8,6,7
132,BKR,2022-03-09,6,11,0,2,6,4,7
133,BLDP,2022-03-09,-6,0,-12,2,3,3,4
134,BLDR,2022-03-09,20,20,0,1,10,8,7
135,BLK,2022-03-09,-20,17,-28,80,-8,-10,-7
136,BLL,2022-03-09,0,0,0,1,6,5,7
137,BLNK,2022-03-09,29,30,0,35,12,8,10
138,BMTX,2022-03-09,20,20,0,1,16,10,11
139,BMY,2022-03-09,17,17,0,1,13,11,12
140,BNGO,2022-03-09,6,20,-7,2,15,15,17
141,BNTX,2022-03-09,8,16,0,2,6,2,7
142,BOX,2022-03-09,0,0,0,1,7,5,6
143,BP,2022-03-09,8,17,-19,4,9,6,10
144,BPMC,2022-03-09,9,19,-1,2,6,6,4
145,BRKS,2022-03-09,-1,0,-1,1,6,5,5
146,BRN,2022-03-09,8,16,-9,3,20,13,9
147,BTB,2022-03-09,0,0,0,7,3,6,6
148,BTBT,2022-03-09,14,14,0,2,14,12,13
149,BTU,2022-03-09,4,18,-19,4,21,14,13
150,BW,2022-03-09,19,19,0,2,11,4,6
151,BX,2022-03-09,9,18,0,2,7,7,9
152,BXRX,2022-03-09,13,13,0,1,7,5,7
153,C,2022-03-09,-8,13,-18,28,-7,-5,2
154,CAAS,2022-03-09,16,16,0,1,10,11,8
155,CAKE,2022-03-09,4,7,0,6,2,0,2
156,CAN,2022-03-09,20,20,0,2,15,12,11
157,CAPR,2022-03-09,20,20,0,1,11,10,8
158,CAR,2022-03-09,2,10,-17,10,21,16,11
159,CARA,2022-03-09,14,14,0,2,5,6,5
160,CAS,2022-03-09,7,20,0,3,-1,5,8
161,CASA,2022-03-09,-1,17,-12,20,4,0,6
162,CAT,2022-03-09,-18,14,-20,35,16,13,15
163,CBRE,2022-03-09,8,19,-4,2,1,0,1
164,CCI,2022-03-09,17,17,0,2,7,6,6
165,CCJ,2022-03-09,23,23,0,16,13,16,17
166,CCL,2022-03-09,3,15,-17,4,10,12,8
167,CDEV,2022-03-09,16,16,0,3,9,8,7
168,CDNS,2022-03-09,20,20,0,1,10,11,9
169,CEI,2022-03-09,27,36,-18,206,33,31,27
170,CELH,2022-03-09,-8,0,-8,1,2,6,8
171,CELP,2022-03-09,0,0,0,1,17,17,17
172,CERE,2022-03-09,12,12,0,2,5,6,8
173,CERN,2022-03-09,-4,0,-8,2,4,2,5
174,CFG,2022-03-09,20,20,0,1,8,6,7
175,CFVI,2022-03-09,0,0,0,1,12,11,17
176,CGC,2022-03-09,19,19,0,2,9,8,13
177,CHD,2022-03-09,2,20,-16,2,5,3,3
178,CHGG,2022-03-09,-2,9,-15,3,0,-2,1
179,CHNR,2022-03-09,19,19,0,1,17,13,14
180,CHPT,2022-03-09,3,15,0,13,19,12,11
181,CHTR,2022-03-09,7,16,-11,3,4,3,5
182,CHWY,2022-03-09,20,20,0,1,21,21,17
183,CI,2022-03-09,10,14,0,4,4,2,4
184,CIEN,2022-03-09,12,12,0,1,7,6,7
185,CL,2022-03-09,9,21,-15,62,11,14,11
186,CLB,2022-03-09,20,20,0,3,20,17,12
187,CLF,2022-03-09,0,0,0,1,17,15,13
188,CLNE,2022-03-09,20,20,0,1,12,9,7
189,CLOV,2022-03-09,12,15,0,17,10,13,13
190,CLSK,2022-03-09,0,0,0,1,7,8,8
191,CLX,2022-03-09,-6,18,-18,3,-5,-3,1
192,CMA,2022-03-09,0,0,0,1,3,4,6
193,CMCSA,2022-03-09,2,17,-16,14,-5,-12,-6
194,CME,2022-03-09,0,0,0,1,9,7,7
195,CMG,2022-03-09,-3,11,-17,2,12,9,10
196,CNK,2022-03-09,5,16,-15,7,13,11,8
197,CNP,2022-03-09,18,18,0,1,2,2,3
198,CNQ,2022-03-09,25,26,0,26,20,16,10
199,COF,2022-03-09,8,19,-16,3,8,7,8
200,COIN,2022-03-09,10,14,-20,14,16,16,18
201,COP,2022-03-09,4,17,-17,9,9,10,10
202,COST,2022-03-09,12,28,-19,119,7,3,6
203,COUR,2022-03-09,-5,13,-19,6,2,1,5
204,CPB,2022-03-09,-14,20,-18,11,9,7,9
205,CPE,2022-03-09,20,20,0,1,19,16,12
206,CRCT,2022-03-09,14,14,0,3,2,2,3
207,CRDF,2022-03-09,0,0,0,1,7,4,5
208,CREX,2022-03-09,0,0,0,1,11,12,11
209,CRIS,2022-03-09,0,0,0,1,4,2,5
210,CRM,2022-03-09,3,15,-15,52,4,3,7
211,CRNC,2022-03-09,-11,0,-11,1,-5,-4,0
212,CRON,2022-03-09,47,47,0,267,18,12,19
213,CROX,2022-03-09,-7,17,-25,68,3,1,5
214,CRSP,2022-03-09,19,19,0,1,7,4,6
215,CRTX,2022-03-09,20,20,0,1,6,4,2
216,CRUS,2022-03-09,17,17,0,1,11,9,5
217,CRWD,2022-03-09,12,18,-8,8,16,13,7
218,CS,2022-03-09,-7,15,-21,50,-11,-15,-11
219,CSCO,2022-03-09,11,17,0,21,3,2,6
220,CSGP,2022-03-09,-1,10,-18,6,-4,-4,-1
221,CSPR,2022-03-09,37,37,-19,147,22,17,19
222,CTEK,2022-03-09,15,15,0,1,16,14,9
223,CTHR,2022-03-09,15,15,0,1,0,2,5
224,CTRM,2022-03-09,11,17,-18,11,15,13,15
225,CTXS,2022-03-09,-12,0,-16,4,2,-1,2
226,CVE,2022-03-09,-12,0,-12,1,7,4,6
227,CVEO,2022-03-09,6,19,-6,2,7,6,7
228,CVS,2022-03-09,19,19,0,1,12,9,11
229,CVX,2022-03-09,-19,25,-35,180,0,-2,-2
230,CX,2022-03-09,-14,0,-14,1,8,6,8
231,CXO,2022-03-09,10,20,0,2,17,12,12
232,CYRN,2022-03-09,21,21,0,12,22,18,12
233,CYTK,2022-03-09,20,20,0,1,5,4,4
234,CZR,2022-03-09,6,12,0,2,7,7,9
235,DAL,2022-03-09,-11,20,-12,28,5,2,4
236,DAN,2022-03-09,-8,0,-8,1,9,6,8
237,DASH,2022-03-09,-9,18,-22,77,4,-1,-2
238,DATA,2022-03-09,17,17,0,6,17,13,14
239,DB,2022-03-09,2,3,0,4,-8,-8,-6
240,DBX,2022-03-09,2,19,-18,89,4,4,3
241,DD,2022-03-09,10,20,0,6,6,7,10
242,DDD,2022-03-09,18,18,0,5,11,8,7
243,DDOG,2022-03-09,0,0,0,9,12,14,17
244,DE,2022-03-09,9,19,-16,29,0,4,5
245,DEH,2022-03-09,2,17,0,20,-8,-5,1
246,DG,2022-03-09,11,20,-15,18,0,-2,4
247,DHI,2022-03-09,0,20,-20,2,5,7,6
248,DHR,2022-03-09,19,19,0,2,5,7,9
249,DHT,2022-03-09,-1,0,-3,3,0,-2,-2
250,DIS,2022-03-09,5,19,-13,84,0,6,12
251,DISCA,2022-03-09,0,12,-16,13,6,7,11
252,DISCB,2022-03-09,-25,23,-35,248,0,-10,-8
253,DISCK,2022-03-09,2,13,-19,15,7,7,10
254,DK,2022-03-09,0,0,0,1,8,7,5
255,DKNG,2022-03-09,11,22,-13,53,8,7,10
256,DKS,2022-03-09,4,17,-10,2,7,6,6
257,DLR,2022-03-09,0,0,0,1,10,8,8
258,DLTR,2022-03-09,3,20,-14,7,-5,-5,-2
259,DM,2022-03-09,20,20,0,1,8,2,3
260,DNA,2022-03-09,0,0,0,1,10,5,4
261,DNKN,2022-03-09,7,18,-6,4,-9,-9,-6
262,DNUT,2022-03-09,0,11,-17,13,1,5,5
263,DOCN,2022-03-09,3,20,0,15,10,11,10
264,DOCU,2022-03-09,5,9,0,2,3,3,3
265,DOW,2022-03-09,8,16,-1,8,4,5,7
266,DPZ,2022-03-09,7,14,0,2,5,3,6
267,DSS,2022-03-09,17,20,0,15,15,13,5
268,DT,2022-03-09,0,0,0,2,6,6,6
269,DTE,2022-03-09,5,18,-13,6,1,1,3
270,DTST,2022-03-09,22,22,0,14,16,11,8
271,DUK,2022-03-09,19,19,0,2,12,7,6
272,DVN,2022-03-09,26,27,0,25,13,14,13
273,DWDP,2022-03-09,-19,0,-19,4,-10,-7,-9
274,DXYN,2022-03-09,-18,0,-18,1,-3,-2,0
275,EA,2022-03-09,0,0,0,3,-2,1,6
276,EB,2022-03-09,0,18,-19,4,-1,0,3
277,EBAY,2022-03-09,-4,11,-17,10,3,-4,0
278,EBON,2022-03-09,19,19,0,1,13,10,10
279,EBR,2022-03-09,0,0,0,1,6,4,7
280,ECL,2022-03-09,9,18,0,2,3,3,4
281,ED,2022-03-09,17,17,0,1,2,-2,-4
282,EFOI,2022-03-09,6,6,0,1,4,3,6
283,EFX,2022-03-09,9,18,0,2,-4,-4,1
284,EGLX,2022-03-09,20,20,0,1,4,6,11
285,EHTH,2022-03-09,3,20,0,7,5,4,7
286,EL,2022-03-09,-9,0,-18,2,1,-3,1
287,EMR,2022-03-09,17,17,0,1,9,8,9
288,ENB,2022-03-09,-13,0,-13,1,-3,-2,-3
289,ENDP,2022-03-09,0,16,-15,12,0,-4,0
290,ENPH,2022-03-09,20,20,0,2,14,11,12
291,ENR,2022-03-09,20,20,0,1,13,7,8
292,ENSV,2022-03-09,13,20,0,32,24,21,16
293,EOG,2022-03-09,27,27,0,22,8,6,8
294,EOLS,2022-03-09,9,19,0,2,9,9,9
295,EPAM,2022-03-09,0,0,0,1,-19,-18,-18
296,EQ,2022-03-09,20,20,0,3,12,10,11
297,EQIX,2022-03-09,5,17,-19,3,2,4,5
298,EQNR,2022-03-09,0,0,0,1,7,5,6
299,EQT,2022-03-09,17,17,0,1,5,4,3
300,ERIC,2022-03-09,2,16,-15,12,-9,-7,-1
301,ES,2022-03-09,22,26,-12,34,18,14,13
302,ET,2022-03-09,20,20,0,1,14,10,12
303,ETR,2022-03-09,5,11,0,4,2,-3,-1
304,ETRN,2022-03-09,20,20,0,1,12,8,8
305,ETSY,2022-03-09,3,16,-16,18,3,-3,-1
306,EURN,2022-03-09,0,0,0,1,2,4,4
307,EVFM,2022-03-09,18,18,0,1,12,10,8
308,EVLV,2022-03-09,19,19,0,1,4,5,6
309,EXAS,2022-03-09,9,9,0,1,5,3,4
310,EXC,2022-03-09,9,19,0,2,14,8,7
311,EXPE,2022-03-09,2,16,0,19,-1,-1,7
312,EXR,2022-03-09,11,11,0,1,8,7,6
313,F,2022-03-09,8,21,-21,189,7,-4,-5
314,FANG,2022-03-09,10,19,0,2,10,10,10
315,FAST,2022-03-09,17,17,0,1,9,8,9
316,FB,2022-03-09,-7,0,-13,28,-28,-24,-9
317,FBC,2022-03-09,0,0,0,1,15,16,10
318,FCEL,2022-03-09,2,20,0,51,13,13,13
319,FCX,2022-03-09,0,0,0,10,19,19,18
320,FDX,2022-03-09,-8,17,-21,45,-5,-12,-14
321,FENG,2022-03-09,16,16,0,1,13,14,3
322,FEYE,2022-03-09,12,18,0,3,5,-1,-1
323,FF,2022-03-09,-16,0,-16,1,8,7,7
324,FISV,2022-03-09,20,20,0,1,6,5,7
325,FIVE,2022-03-09,5,20,0,4,6,6,5
326,FL,2022-03-09,-8,0,-8,2,-3,-5,2
327,FLR,2022-03-09,18,18,0,2,8,6,6
328,FLS,2022-03-09,0,0,0,2,6,6,5
329,FMC,2022-03-09,-7,0,-7,1,9,8,10
330,FNKO,2022-03-09,6,19,-19,98,7,7,4
331,FORM,2022-03-09,15,15,0,1,7,6,6
332,FOX,2022-03-09,0,0,0,1,7,5,10
333,FRAN,2022-03-09,7,14,0,2,4,4,4
334,FREE,2022-03-09,2,20,-11,4,0,0,3
335,FROG,2022-03-09,19,19,0,2,9,6,5
336,FRT,2022-03-09,20,20,0,1,11,11,9
337,FSLR,2022-03-09,-18,0,-18,2,6,-1,3
338,FSLY,2022-03-09,8,12,0,3,9,6,8
339,FSR,2022-03-09,1,20,-17,3,22,17,19
340,FTCH,2022-03-09,-3,13,-19,2,4,4,4
341,FTEK,2022-03-09,0,0,0,4,9,6,9
342,FTK,2022-03-09,19,19,0,1,17,13,15
343,FTNT,2022-03-09,3,18,-13,13,4,2,2
344,FTSI,2022-03-09,3,9,-10,3,-11,-10,-3
345,FTV,2022-03-09,20,20,0,1,6,4,4
346,FUBO,2022-03-09,-20,0,-20,1,3,5,8
347,FUSE,2022-03-09,18,19,0,12,24,17,17
348,FVRR,2022-03-09,-6,15,-19,29,-4,-1,3
349,GAME,2022-03-09,20,20,0,2,8,6,6
350,GATO,2022-03-09,-15,0,-15,1,-2,-6,-1
351,GB,2022-03-09,19,19,0,1,8,8,7
352,GBL,2022-03-09,0,0,0,1,3,6,8
353,GBR,2022-03-09,4,14,-7,12,13,12,11
354,GCI,2022-03-09,-3,0,-14,5,3,-3,1
355,GD,2022-03-09,8,19,-5,4,-1,-1,2
356,GDDY,2022-03-09,6,13,-17,6,-3,-5,0
357,GDRX,2022-03-09,16,16,0,1,3,-4,2
358,GE,2022-03-09,0,19,-18,10,9,7,10
359,GEN,2022-03-09,0,0,0,2,7,4,7
360,GENI,2022-03-09,-17,0,-17,1,3,2,3
361,GEO,2022-03-09,0,15,-14,166,-16,-20,-8
362,GEVO,2022-03-09,11,18,-13,12,9,7,8
363,GFI,2022-03-09,15,15,0,2,23,17,15
364,GGPI,2022-03-09,20,20,0,2,35,27,26
365,GILD,2022-03-09,4,16,0,9,7,7,8
366,GLAQ,2022-03-09,0,0,0,1,8,12,9
367,GLBS,2022-03-09,4,4,0,1,8,8,6
368,GLW,2022-03-09,0,0,0,2,2,2,6
369,GM,2022-03-09,8,23,-21,68,3,6,7
370,GME,2022-03-09,13,35,-26,279,12,12,14
371,GNC,2022-03-09,-3,16,-12,22,-9,-11,-5
372,GNRC,2022-03-09,-7,0,-13,2,9,8,8
373,GNUS,2022-03-09,19,19,0,2,17,14,14
374,GOCO,2022-03-09,-17,0,-17,1,2,2,2
375,GOLD,2022-03-09,5,19,0,7,21,18,19
376,GOOG,2022-03-09,7,23,-17,47,-5,-16,-14
377,GOOGL,2022-03-09,10,20,-17,24,15,7,14
378,GOVX,2022-03-09,13,13,0,3,4,1,4
379,GPC,2022-03-09,9,17,0,2,5,7,9
380,GPRO,2022-03-09,-16,19,-21,25,-2,1,5
381,GRMN,2022-03-09,5,7,0,9,5,5,8
382,GROW,2022-03-09,0,0,0,1,9,9,10
383,GRPN,2022-03-09,-13,0,-13,1,3,0,3
384,GRTS,2022-03-09,-14,0,-14,1,6,4,5
385,GRWG,2022-03-09,0,0,0,1,4,4,7
386,GS,2022-03-09,-2,20,-18,46,14,8,4
387,GSK,2022-03-09,19,19,0,1,1,3,4
388,GSM,2022-03-09,0,0,0,1,11,7,8
389,GT,2022-03-09,-4,6,-15,2,-8,-6,-1
390,GWW,2022-03-09,-16,0,-16,1,5,8,9
391,GYRO,2022-03-09,10,10,0,4,14,10,7
392,HAL,2022-03-09,1,1,0,2,-8,-3,5
393,HALO,2022-03-09,-18,0,-18,2,3,3,3
394,HAS,2022-03-09,8,8,0,1,-4,-5,-1
395,HCA,2022-03-09,1,19,-16,4,15,15,15
396,HCI,2022-03-09,2,10,-13,4,-2,-1,2
397,HD,2022-03-09,-7,9,-17,49,8,5,7
398,HDB,2022-03-09,14,20,-9,50,-2,-1,3
399,HEAR,2022-03-09,7,7,0,1,9,8,5
400,HES,2022-03-09,-8,11,-15,7,9,11,9
401,HFC,2022-03-09,19,19,0,2,11,10,8
402,HIMS,2022-03-09,-14,0,-14,3,5,9,8
403,HIMX,2022-03-09,17,17,0,1,10,7,8
404,HLTH,2022-03-09,-19,0,-19,1,4,5,6
405,HMC,2022-03-09,-5,21,-22,85,2,1,7
406,HOFV,2022-03-09,19,19,0,1,0,3,6
407,HOG,2022-03-09,19,19,0,1,2,3,6
408,HOLX,2022-03-09,-12,0,-12,1,7,7,8
409,HON,2022-03-09,13,23,0,41,14,9,9
410,HOOD,2022-03-09,16,19,0,7,10,9,9
411,HRB,2022-03-09,0,0,0,1,-3,-5,-6
412,HRL,2022-03-09,-9,0,-9,1,2,3,6
413,HSBC,2022-03-09,-5,0,-13,8,-10,-16,-17
414,HSTO,2022-03-09,17,17,0,1,15,10,11
415,HSY,2022-03-09,10,12,-2,7,5,2,7
416,HTGM,2022-03-09,20,20,0,1,5,7,7
417,HTOO,2022-03-09,0,0,0,1,8,10,6
418,HTZ,2022-03-09,11,20,-10,23,-5,-1,1
419,HUBS,2022-03-09,3,19,-19,6,7,8,12
420,HUM,2022-03-09,1,18,-16,3,4,2,5
421,HUSA,2022-03-09,5,15,-17,22,25,21,15
422,HUSN,2022-03-09,-20,0,-20,1,11,10,9
423,HUT,2022-03-09,-2,9,-14,2,9,9,11
424,HUYA,2022-03-09,4,16,-12,15,0,-4,1
425,HYMC,2022-03-09,8,19,-16,26,15,15,15
426,HYRE,2022-03-09,0,0,0,1,8,8,8
427,IAG,2022-03-09,16,16,0,1,9,7,6
428,IBEX,2022-03-09,16,16,0,3,3,4,4
429,IBIO,2022-03-09,-8,0,-8,1,1,1,3
430,IBKR,2022-03-09,0,17,-19,4,-1,-3,2
431,IBM,2022-03-09,30,30,0,45,13,10,11
432,IBN,2022-03-09,26,33,-13,122,-4,-3,-3
433,ICE,2022-03-09,35,36,-7,78,24,20,22
434,ID,2022-03-09,10,16,0,3,4,4,6
435,IDEX,2022-03-09,20,20,0,1,19,18,19
436,IDXX,2022-03-09,20,20,0,1,10,10,10
437,IEA,2022-03-09,19,19,0,1,10,12,9
438,IGT,2022-03-09,-2,11,-19,3,10,9,9
439,IHRT,2022-03-09,20,20,0,1,3,5,4
440,IKNX,2022-03-09,18,18,0,2,1,-2,5
441,ILMN,2022-03-09,20,20,0,1,8,7,8
442,IMAX,2022-03-09,1,24,0,6564,11,9,14
443,IMMP,2022-03-09,20,20,0,1,11,9,7
444,IMMR,2022-03-09,-1,15,-18,10,0,-3,1
445,IMRA,2022-03-09,18,18,0,1,15,11,9
446,INFO,2022-03-09,23,23,0,30,10,14,15
447,INFY,2022-03-09,15,25,-17,183,8,2,2
448,ING,2022-03-09,18,18,0,1,8,8,8
449,INO,2022-03-09,19,19,0,1,13,11,12
450,INPX,2022-03-09,19,19,0,1,8,5,3
451,INTC,2022-03-09,20,20,0,5,17,16,17
452,INTU,2022-03-09,5,19,0,4,4,1,3
453,INVZ,2022-03-09,-6,0,-6,1,1,6,2
454,IO,2022-03-09,6,6,0,1,14,12,11
455,IPG,2022-03-09,20,20,0,1,8,9,10
456,IPOD,2022-03-09,0,0,0,1,5,6,5
457,IQV,2022-03-09,20,20,0,1,7,3,3
458,IR,2022-03-09,-16,0,-16,1,5,5,5
459,IRBT,2022-03-09,9,13,-17,9,4,3,3
460,ISIG,2022-03-09,0,9,-18,1404,-8,-9,-5
461,IT,2022-03-09,10,19,-20,11,9,7,8
462,ITI,2022-03-09,6,6,0,1,8,6,5
463,ITW,2022-03-09,16,16,0,1,7,7,8
464,JACK,2022-03-09,8,18,-16,11,5,1,0
465,JAGX,2022-03-09,6,6,0,1,18,13,8
466,JBHT,2022-03-09,0,0,0,1,4,5,7
467,JBLU,2022-03-09,-1,0,-16,14,1,1,3
468,JCS,2022-03-09,13,13,0,1,9,9,11
469,JD,2022-03-09,-12,0,-13,32,6,4,5
470,JFK,2022-03-09,19,19,0,1,7,9,10
471,JKS,2022-03-09,-18,0,-18,1,8,7,4
472,JNJ,2022-03-09,7,11,-14,61,-10,-6,0
473,JPM,2022-03-09,-12,15,-15,88,1,-8,0
474,JWN,2022-03-09,8,15,0,7,4,1,6
475,K,2022-03-09,0,0,0,2,0,-4,-3
476,KALA,2022-03-09,1,18,0,15,9,6,8
477,KALU,2022-03-09,19,19,0,1,13,10,7
478,KEY,2022-03-09,2,19,-16,2,16,14,14
479,KEYS,2022-03-09,0,0,0,2,3,4,6
480,KHC,2022-03-09,17,17,0,1,19,14,11
481,KKR,2022-03-09,0,0,0,785,10,8,20
482,KLIC,2022-03-09,18,18,0,1,8,7,5
483,KMI,2022-03-09,13,17,0,4,15,11,7
484,KMPH,2022-03-09,-19,0,-19,1,-5,-3,-3
485,KO,2022-03-09,16,26,-16,100,-2,-1,-3
486,KODK,2022-03-09,5,16,-19,9,9,4,4
487,KOPN,2022-03-09,20,20,0,1,-1,7,5
488,KOS,2022-03-09,17,17,0,4,10,5,4
489,KOSS,2022-03-09,-7,0,-9,4,5,3,2
490,KR,2022-03-09,1,37,-38,202,2,-7,-10
