,stock,date,score,positive_score,negative_score,activity,avg_7_days,avg_14_days,avg_30_days
491,KSS,2022-03-09,4,15,-17,14,7,6,6
492,KXIN,2022-03-09,0,1,0,2,9,7,7
493,LAC,2022-03-09,20,20,0,1,10,10,10
494,LAKE,2022-03-09,-6,0,-8,4,14,11,11
495,LAND,2022-03-09,-9,0,-9,1,15,17,16
496,LCID,2022-03-09,12,18,-14,15,28,22,25
497,LDOS,2022-03-09,-15,0,-15,1,7,5,7
498,LE,2022-03-09,-19,0,-19,1,2,4,4
499,LEA,2022-03-09,-3,0,-6,2,3,2,5
500,LEXX,2022-03-09,-7,0,-7,1,13,13,11
501,LHX,2022-03-09,-16,0,-16,1,9,12,11
502,LIVE,2022-03-09,0,0,0,6,11,10,11
503,LLL,2022-03-09,15,15,0,1,7,7,7
504,LLY,2022-03-09,3,20,-13,2,11,9,10
505,LMFA,2022-03-09,16,16,0,3,5,4,3
506,LMT,2022-03-09,-5,0,-16,3,-2,-8,1
507,LNT,2022-03-09,20,20,0,1,10,7,8
508,LNTH,2022-03-09,4,4,0,1,12,15,10
509,LOGC,2022-03-09,19,19,0,1,8,9,9
510,LOW,2022-03-09,0,19,-18,5,3,3,9
511,LRN,2022-03-09,18,20,0,20,0,1,3
512,LTHM,2022-03-09,9,14,0,3,1,0,4
513,LULU,2022-03-09,20,20,0,1,14,11,10
514,LUMN,2022-03-09,17,17,0,4,7,6,7
515,LUNA,2022-03-09,13,13,0,1,14,15,13
516,LUV,2022-03-09,5,18,0,34,5,4,5
517,LXU,2022-03-09,0,0,0,1,4,5,6
518,LYFT,2022-03-09,-3,16,-17,36,-12,-14,-7
519,LZ,2022-03-09,13,13,0,1,5,6,8
520,M,2022-03-09,-8,7,-18,9,3,2,6
521,MA,2022-03-09,-7,13,-18,61,-24,-16,-5
522,MAR,2022-03-09,6,16,-19,16,3,-2,4
523,MARA,2022-03-09,13,16,-12,16,21,18,19
524,MARPS,2022-03-09,4,14,-17,3,17,15,12
525,MAS,2022-03-09,5,20,-10,2,6,7,6
526,MAT,2022-03-09,0,0,0,7,2,1,4
527,MC,2022-03-09,18,18,0,3,12,15,15
528,MCD,2022-03-09,-3,20,-21,111,-16,-12,-6
529,MCFE,2022-03-09,-11,0,-27,99,-6,-5,-5
530,MCK,2022-03-09,-16,0,-16,1,7,5,5
531,MCO,2022-03-09,-5,0,-10,4,-27,-23,-12
532,MDB,2022-03-09,16,27,0,51,12,9,8
533,MDGL,2022-03-09,20,20,0,2,18,13,10
534,MDIA,2022-03-09,0,0,0,1,6,5,5
535,MDLZ,2022-03-09,-12,15,-20,11,0,0,1
536,MDT,2022-03-09,15,18,0,23,12,12,14
537,MESO,2022-03-09,0,0,0,1,5,3,2
538,MET,2022-03-09,13,18,-19,7,8,8,9
539,METC,2022-03-09,4,4,0,1,11,9,9
540,MFG,2022-03-09,5,11,-17,8,9,6,6
541,MGA,2022-03-09,20,20,0,1,10,7,7
542,MGM,2022-03-09,5,19,-8,19,-3,-7,-5
543,MILE,2022-03-09,0,0,0,1,0,4,3
544,MIME,2022-03-09,4,17,0,4,-2,-2,1
545,MIST,2022-03-09,11,11,0,6,9,9,11
546,MKTX,2022-03-09,0,0,0,1,7,7,7
547,MMAT,2022-03-09,-10,0,-10,2,16,13,14
548,MMC,2022-03-09,0,0,0,1,1,2,4
549,MOMO,2022-03-09,20,20,0,8,9,8,8
550,MOS,2022-03-09,-12,0,-12,1,17,18,16
551,MP,2022-03-09,2,20,-7,6,16,14,10
552,MPC,2022-03-09,0,0,0,1,2,0,2
553,MPLN,2022-03-09,9,16,-14,4,11,4,6
554,MPWR,2022-03-09,17,17,0,1,11,10,10
555,MRK,2022-03-09,-5,19,-11,12,-1,-3,4
556,MRNA,2022-03-09,17,24,-16,57,-2,-10,-4
557,MRO,2022-03-09,12,20,-20,5,13,11,12
558,MRTX,2022-03-09,-18,0,-18,1,4,5,5
559,MS,2022-03-09,4,18,-20,36,-3,-3,-2
560,MSB,2022-03-09,5,16,-5,4,5,4,3
561,MSCI,2022-03-09,1,14,-15,10,-1,-1,5
562,MSFT,2022-03-09,6,28,-19,92,-3,-6,3
563,MSTR,2022-03-09,17,19,0,7,11,8,9
564,MT,2022-03-09,2,11,-7,2,1,1,6
565,MTCH,2022-03-09,19,19,0,1,5,4,6
566,MTDR,2022-03-09,20,20,0,1,9,9,9
567,MTL,2022-03-09,13,18,0,7,13,11,13
568,MTP,2022-03-09,15,15,0,6,7,6,10
569,MU,2022-03-09,38,38,0,88,25,20,21
570,MUFG,2022-03-09,-13,0,-13,1,3,1,4
571,MVIS,2022-03-09,20,20,0,1,16,10,9
572,MX,2022-03-09,0,0,0,2,25,33,28
573,MXC,2022-03-09,10,20,0,2,20,13,16
574,NAK,2022-03-09,1,20,-17,3,11,7,5
575,NAVB,2022-03-09,13,13,0,2,7,7,7
576,NCR,2022-03-09,7,19,-8,35,-7,-2,0
577,NCTY,2022-03-09,0,0,0,1,1,1,4
578,NDAQ,2022-03-09,14,14,0,1,7,2,3
579,NEGG,2022-03-09,-13,0,-13,2,2,4,4
580,NEO,2022-03-09,13,13,0,1,-1,5,3
581,NERV,2022-03-09,6,6,0,1,8,8,9
582,NET,2022-03-09,8,15,-14,17,4,0,4
583,NEWR,2022-03-09,0,0,0,1,6,4,6
584,NFLX,2022-03-09,0,17,-17,92,-15,-15,4
585,NGD,2022-03-09,5,20,0,4,2,4,5
586,NIHD,2022-03-09,0,0,0,1,0,0,3
587,NINE,2022-03-09,15,16,0,12,19,15,9
588,NIO,2022-03-09,-2,27,-30,143,5,5,11
589,NKE,2022-03-09,0,18,-14,16,20,10,6
590,NKLA,2022-03-09,-3,5,-13,17,3,2,6
591,NLOK,2022-03-09,0,0,0,1,6,5,7
592,NMRD,2022-03-09,6,6,0,1,5,8,9
593,NOC,2022-03-09,-17,0,-17,1,2,3,4
594,NOK,2022-03-09,1,18,-11,61,10,9,10
595,NOV,2022-03-09,19,19,0,1,15,11,8
596,NOVA,2022-03-09,13,19,0,3,11,8,8
597,NOW,2022-03-09,5,11,0,9,8,7,8
598,NRG,2022-03-09,0,0,0,1,9,6,8
599,NSC,2022-03-09,2,20,-16,2,11,11,10
600,NTAP,2022-03-09,12,16,0,7,8,7,7
601,NTDOY,2022-03-09,7,25,-16,109,17,18,16
602,NTEC,2022-03-09,9,9,0,1,15,12,6
603,NTES,2022-03-09,18,18,0,1,9,3,4
604,NTGR,2022-03-09,-13,0,-13,1,0,1,1
605,NTNX,2022-03-09,5,10,0,2,9,9,8
606,NTR,2022-03-09,16,16,0,2,13,13,15
607,NTRA,2022-03-09,0,0,0,1,2,4,5
608,NUAN,2022-03-09,18,18,0,4,5,6,8
609,NVAX,2022-03-09,21,24,-17,20,12,8,17
610,NVCR,2022-03-09,19,19,0,1,2,6,8
611,NVDA,2022-03-09,1,20,-20,81,14,2,8
612,NVRO,2022-03-09,10,20,0,2,3,6,4
613,NWS,2022-03-09,-50,14,-50,515,-19,-15,-18
614,NWSA,2022-03-09,-51,0,-52,529,-20,-15,-14
615,NXPI,2022-03-09,20,20,0,1,9,7,4
616,NYMT,2022-03-09,20,20,0,1,14,8,3
617,OBSV,2022-03-09,20,20,0,1,12,11,7
618,OCC,2022-03-09,0,0,0,3,9,7,4
619,OCGN,2022-03-09,15,24,-17,24,18,17,20
620,ODP,2022-03-09,-15,0,-15,1,-8,-4,0
621,OGN,2022-03-09,16,16,0,10,14,14,15
622,OKTA,2022-03-09,7,14,0,2,5,2,2
623,OLB,2022-03-09,6,19,0,3,9,10,12
624,OPEN,2022-03-09,8,20,0,5,13,11,12
625,ORA,2022-03-09,2,19,-15,2,10,7,5
626,ORCL,2022-03-09,2,17,-14,30,-5,4,11
627,ORGN,2022-03-09,20,20,0,7,11,11,10
628,ORGS,2022-03-09,20,20,0,1,15,15,8
629,OSCR,2022-03-09,20,20,0,1,8,10,10
630,OSK,2022-03-09,0,0,0,2,0,-1,-2
631,OSTK,2022-03-09,4,11,-6,10,12,13,9
632,OTRK,2022-03-09,0,0,0,1,-3,-1,1
633,OXY,2022-03-09,15,17,0,9,14,12,15
634,PAA,2022-03-09,19,19,0,1,13,10,7
635,PANW,2022-03-09,19,19,0,1,16,16,12
636,PATH,2022-03-09,16,16,0,1,8,5,8
637,PBF,2022-03-09,12,12,0,3,0,3,4
638,PBIP,2022-03-09,0,0,0,1,4,7,9
639,PBR,2022-03-09,24,25,0,20,16,14,16
640,PCAR,2022-03-09,3,6,0,2,2,5,6
641,PCG,2022-03-09,-5,0,-13,5,-9,-5,1
642,PDCE,2022-03-09,4,8,-16,5,4,3,6
643,PDCO,2022-03-09,17,23,-5,25,2,0,-2
644,PENN,2022-03-09,3,19,-13,2,8,10,13
645,PEP,2022-03-09,-13,16,-28,95,-17,-15,-2
646,PFE,2022-03-09,3,27,-26,784,-24,-22,-3
647,PG,2022-03-09,11,17,0,6,9,9,7
648,PH,2022-03-09,0,0,0,1,8,8,7
649,PHI,2022-03-09,3,14,-13,15,-2,-5,-2
650,PINS,2022-03-09,16,27,-14,71,2,1,4
651,PIPP,2022-03-09,20,20,0,1,11,12,6
652,PLAN,2022-03-09,16,16,0,1,12,8,9
653,PLD,2022-03-09,8,8,0,1,10,7,8
654,PLM,2022-03-09,20,20,0,1,11,9,6
655,PLTR,2022-03-09,17,19,0,14,24,14,15
656,PLUG,2022-03-09,10,17,-12,10,19,16,15
657,PM,2022-03-09,0,0,0,1,5,5,8
658,PNC,2022-03-09,0,0,0,1,4,4,6
659,PODD,2022-03-09,20,20,0,1,8,6,7
660,POWW,2022-03-09,18,18,0,1,8,11,10
661,PPG,2022-03-09,0,0,0,1,3,4,6
662,PRCH,2022-03-09,4,17,-10,2,8,6,7
663,PRFX,2022-03-09,16,16,0,1,9,7,9
664,PRGO,2022-03-09,-19,0,-19,1,4,6,5
665,PROG,2022-03-09,30,30,0,57,13,10,14
666,PROS,2022-03-09,0,0,0,1,5,9,8
667,PRPH,2022-03-09,19,19,0,1,9,8,8
668,PRPL,2022-03-09,8,17,0,2,10,7,6
669,PRTY,2022-03-09,16,16,0,1,11,8,8
670,PRU,2022-03-09,15,28,-20,85,-2,-4,0
671,PS,2022-03-09,16,16,0,2,7,6,7
672,PSTG,2022-03-09,0,0,0,1,14,11,9
673,PSX,2022-03-09,-20,0,-20,1,-1,3,6
674,PTON,2022-03-09,1,19,-17,3,11,9,11
675,PUBM,2022-03-09,-17,0,-17,3,0,-2,2
676,PWR,2022-03-09,-4,0,-4,1,7,8,8
677,PYPL,2022-03-09,1,15,-13,41,-14,-26,-12
678,PZZA,2022-03-09,6,14,-11,14,9,4,5
679,QADA,2022-03-09,16,16,0,1,7,6,5
680,QADB,2022-03-09,16,16,0,1,8,8,7
681,QCOM,2022-03-09,13,35,-14,282,17,12,16
682,QD,2022-03-09,16,16,0,1,8,11,8
683,RACE,2022-03-09,0,14,-27,217,13,14,16
684,RAD,2022-03-09,13,14,0,11,14,8,10
685,RAIL,2022-03-09,20,20,0,2,16,15,13
686,RAMP,2022-03-09,7,13,0,4,3,3,7
687,RBLX,2022-03-09,-5,16,-22,179,-2,-10,0
688,REAL,2022-03-09,13,13,0,2,11,9,10
689,REG,2022-03-09,-18,0,-18,1,11,11,7
690,REI,2022-03-09,21,21,0,32,17,13,9
691,RELI,2022-03-09,19,19,0,1,15,13,14
692,RELY,2022-03-09,-19,0,-19,1,5,6,8
693,REN,2022-03-09,10,29,-20,145,-14,-16,-8
694,RES,2022-03-09,-13,0,-19,3,-7,-7,0
695,RESN,2022-03-09,0,0,0,29,-3,-5,-4
696,REV,2022-03-09,0,0,0,1,5,5,4
697,RF,2022-03-09,0,0,0,1,5,5,6
698,RFIL,2022-03-09,-11,15,-14,78,-25,-20,-10
699,RHI,2022-03-09,2,6,0,3,5,5,9
700,RHT,2022-03-09,1,19,-17,5,6,1,5
701,RIDE,2022-03-09,10,20,0,2,3,10,9
702,RIG,2022-03-09,5,17,-18,3,20,15,13
703,RIO,2022-03-09,18,18,0,3,11,9,11
704,RIOT,2022-03-09,8,15,0,7,12,12,14
705,RKT,2022-03-09,10,10,0,2,10,13,11
706,RL,2022-03-09,-3,0,-6,2,0,0,4
707,RMD,2022-03-09,-7,0,-8,7,5,7,8
708,RMED,2022-03-09,20,20,0,1,26,24,21
709,RMG,2022-03-09,17,17,0,2,3,-1,0
710,RMO,2022-03-09,16,16,0,3,9,6,5
711,ROCC,2022-03-09,20,20,0,1,11,10,9
712,ROKU,2022-03-09,9,35,-24,169,3,-2,2
713,ROST,2022-03-09,-1,17,-18,2,11,9,8
714,RPM,2022-03-09,-1,0,-4,7,4,3,4
715,RTX,2022-03-09,16,16,0,1,7,4,10
716,RVP,2022-03-09,0,0,0,1,6,2,2
717,RY,2022-03-09,0,0,0,1,11,11,11
718,RYAAY,2022-03-09,-5,18,-16,10,-7,-3,-5
719,SALM,2022-03-09,0,0,0,1,5,5,6
720,SAM,2022-03-09,6,6,0,1,1,0,0
721,SAVA,2022-03-09,19,19,0,1,3,5,5
722,SAVE,2022-03-09,0,0,0,9,0,-4,-1
723,SB,2022-03-09,17,19,0,9,13,12,11
724,SBGI,2022-03-09,-17,0,-17,1,4,4,3
725,SBLK,2022-03-09,0,0,0,1,12,11,13
726,SBUX,2022-03-09,-6,18,-20,148,-7,-6,-17
727,SCCO,2022-03-09,0,0,0,1,3,6,6
728,SD,2022-03-09,-18,0,-18,1,11,11,12
729,SDGR,2022-03-09,20,20,0,1,16,12,11
730,SDPI,2022-03-09,1,14,-13,2,16,16,14
731,SE,2022-03-09,23,23,0,22,21,19,16
732,SEAS,2022-03-09,0,0,0,1,8,7,7
733,SEB,2022-03-09,9,9,0,1,-2,-7,-5
734,SEDG,2022-03-09,9,18,-17,4,18,14,12
735,SEE,2022-03-09,0,0,0,1,3,3,5
736,SFIX,2022-03-09,-14,17,-20,15,-1,1,3
737,SFL,2022-03-09,0,0,0,1,0,4,7
738,SFM,2022-03-09,17,17,0,2,8,7,7
739,SGEN,2022-03-09,0,0,0,1,8,7,6
740,SHAK,2022-03-09,2,13,-7,3,10,12,11
741,SHLO,2022-03-09,3,20,-14,2,10,2,5
742,SHOP,2022-03-09,11,31,-17,157,15,9,12
743,SHW,2022-03-09,13,20,0,3,0,3,8
744,SINT,2022-03-09,20,20,0,1,10,8,8
745,SIVB,2022-03-09,18,18,0,1,8,7,6
746,SLB,2022-03-09,12,18,-8,4,16,15,17
747,SLG,2022-03-09,0,0,0,1,5,4,5
748,SM,2022-03-09,9,23,-16,66,7,5,8
749,SMFG,2022-03-09,15,15,0,1,6,4,5
750,SMI,2022-03-09,20,20,0,1,11,8,14
751,SNA,2022-03-09,0,0,0,1,5,7,6
752,SNAP,2022-03-09,8,20,-12,60,2,3,8
753,SNDL,2022-03-09,15,15,0,1,20,17,20
754,SNE,2022-03-09,20,20,0,1,13,12,11
755,SNMP,2022-03-09,-7,0,-15,2,23,19,12
756,SNOA,2022-03-09,16,16,0,1,7,6,8
757,SNOW,2022-03-09,20,20,0,1,12,10,14
758,SNPS,2022-03-09,0,0,0,3,2,2,4
759,SOFI,2022-03-09,16,16,0,3,22,22,20
760,SPAQ,2022-03-09,20,20,0,1,11,10,12
761,SPCE,2022-03-09,-7,0,-7,3,3,4,10
762,SPI,2022-03-09,-2,0,-9,12,10,7,7
763,SPLK,2022-03-09,-2,13,-17,2,9,9,10
764,SPOT,2022-03-09,-4,14,-18,32,9,5,5
765,SPRB,2022-03-09,-19,0,-19,1,6,6,5
766,SPT,2022-03-09,0,0,0,2,5,1,4
767,SPWR,2022-03-09,16,16,0,5,16,8,6
768,SPY,2022-03-09,18,31,-17,106,9,7,11
769,SQ,2022-03-09,9,17,0,18,24,23,21
770,SRE,2022-03-09,0,0,0,1,5,6,6
771,SRPT,2022-03-09,-9,0,-9,2,5,4,4
772,SSYS,2022-03-09,0,0,0,1,6,5,4
773,STLA,2022-03-09,5,17,-13,8,7,7,4
774,STLD,2022-03-09,0,0,0,1,7,7,8
775,STMP,2022-03-09,-1,17,-13,23,-15,-12,-12
776,STNG,2022-03-09,0,0,0,1,9,9,7
777,STT,2022-03-09,41,41,0,135,19,15,11
778,STZ,2022-03-09,0,0,0,1,5,5,8
779,SUNW,2022-03-09,3,14,0,4,14,11,10
780,SURF,2022-03-09,3,3,0,1,4,4,4
781,SWBI,2022-03-09,1,1,0,1,1,1,4
782,SWI,2022-03-09,-4,7,-19,3,1,-3,1
783,SWN,2022-03-09,0,0,0,2,10,8,7
784,SYMC,2022-03-09,-18,0,-18,1,-6,-4,-3
785,SYTA,2022-03-09,19,19,0,1,16,12,7
786,T,2022-03-09,-4,13,-18,27,2,2,7
787,TAL,2022-03-09,7,7,0,1,4,3,4
788,TBA,2022-03-09,0,0,0,1,7,7,5
789,TDOC,2022-03-09,0,0,0,1,7,8,8
790,TEAM,2022-03-09,0,0,0,1,12,9,9
791,TEN,2022-03-09,0,0,0,1,9,8,6
792,TER,2022-03-09,9,17,0,2,8,9,9
793,TEVA,2022-03-09,17,17,0,1,5,4,6
794,TFC,2022-03-09,0,0,0,1,6,7,7
795,TFII,2022-03-09,0,0,0,4,3,8,13
796,TFX,2022-03-09,-16,0,-16,1,4,5,6
797,TGT,2022-03-09,-10,10,-17,6,17,14,14
798,TGTX,2022-03-09,0,0,0,2,8,7,5
799,THG,2022-03-09,0,0,0,1,3,0,3
800,THO,2022-03-09,4,9,0,2,3,5,11
801,TIF,2022-03-09,-6,7,-18,2,-3,-6,-4
802,TJX,2022-03-09,2,12,-20,3,-3,-1,3
803,TLRY,2022-03-09,19,19,0,3,19,16,19
804,TLS,2022-03-09,9,18,0,2,18,15,15
805,TM,2022-03-09,19,31,-16,166,13,2,8
806,TMO,2022-03-09,7,10,0,3,0,0,4
807,TMUS,2022-03-09,8,20,-17,10,-6,-4,-4
808,TREX,2022-03-09,0,0,0,1,2,2,7
809,TRHC,2022-03-09,-8,0,-8,2,3,4,2
810,TRIP,2022-03-09,9,14,0,11,-5,-2,5
811,TRU,2022-03-09,10,13,0,11,4,4,7
812,TRV,2022-03-09,36,36,0,61,7,1,1
813,TSCO,2022-03-09,0,0,0,1,7,5,6
814,TSLA,2022-03-09,12,32,-22,207,18,6,5
815,TSM,2022-03-09,5,12,0,15,10,8,15
816,TT,2022-03-09,0,0,0,1,6,6,8
817,TTD,2022-03-09,0,0,0,9,16,19,16
818,TTGT,2022-03-09,2,20,-16,2,4,6,5
819,TTM,2022-03-09,24,26,-11,28,8,10,13
820,TTOO,2022-03-09,6,6,0,1,11,6,7
821,TUP,2022-03-09,-14,18,-22,29,-8,-6,1
822,TVTX,2022-03-09,-18,0,-18,1,3,5,5
823,TWLO,2022-03-09,-2,19,-8,11,5,2,5
824,TWNK,2022-03-09,5,15,-13,19,-1,2,6
825,TWO,2022-03-09,-3,0,-8,3,2,2,2
826,TWTR,2022-03-09,0,0,0,3,-15,-23,-17
827,TXN,2022-03-09,19,19,0,1,9,6,9
828,U,2022-03-09,5,5,0,1,13,11,13
829,UA,2022-03-09,-15,0,-15,1,6,4,4
830,UAA,2022-03-09,-15,0,-15,1,7,5,4
831,UAL,2022-03-09,19,19,0,1,13,11,11
832,UBER,2022-03-09,14,14,0,12,19,11,13
833,UBX,2022-03-09,9,9,0,17,8,6,10
834,UL,2022-03-09,-11,0,-13,21,-3,-4,-1
835,ULTA,2022-03-09,4,7,0,2,11,10,9
836,UNH,2022-03-09,17,17,0,1,11,6,6
837,UNM,2022-03-09,19,19,0,1,8,4,5
838,UNP,2022-03-09,17,17,0,1,13,3,4
839,UONE,2022-03-09,13,13,0,1,7,6,5
840,UPS,2022-03-09,2,17,0,18,4,4,9
841,UPST,2022-03-09,16,20,0,6,22,23,21
842,UPWK,2022-03-09,-12,7,-16,15,-2,-11,-1
843,URBN,2022-03-09,-3,20,-12,6,-4,-4,0
844,URI,2022-03-09,14,14,0,1,4,7,6
845,USB,2022-03-09,17,17,0,1,9,10,8
846,USEG,2022-03-09,6,17,-17,9,20,16,12
847,USWS,2022-03-09,11,15,-13,12,24,20,17
848,UTZ,2022-03-09,8,11,-20,10,5,4,5
849,V,2022-03-09,18,18,0,1,9,7,9
850,VAL,2022-03-09,15,15,0,2,14,13,10
851,VALE,2022-03-09,8,15,-15,9,16,15,12
852,VBIV,2022-03-09,-17,0,-17,1,1,4,3
853,VEEV,2022-03-09,-4,0,-4,1,6,5,6
854,VEON,2022-03-09,2,19,0,8,7,2,-1
855,VET,2022-03-09,0,0,0,1,7,6,4
856,VFF,2022-03-09,6,6,0,1,7,6,9
857,VG,2022-03-09,10,20,0,2,4,5,4
858,VIAB,2022-03-09,0,0,0,1,-6,-5,-3
859,VIRI,2022-03-09,0,0,0,1,9,11,4
860,VKTX,2022-03-09,0,0,0,1,7,3,4
861,VLO,2022-03-09,15,23,-16,19,4,1,5
862,VMC,2022-03-09,0,0,0,2,3,5,6
863,VMW,2022-03-09,10,20,-12,53,10,7,9
864,VRAR,2022-03-09,6,6,0,1,3,8,10
865,VST,2022-03-09,20,20,0,7,10,11,9
866,VTGN,2022-03-09,19,19,0,2,11,11,11
867,VTNR,2022-03-09,-2,11,-17,3,6,4,5
868,VUZI,2022-03-09,13,13,0,2,9,7,6
869,VVOS,2022-03-09,0,0,0,1,1,3,5
870,VYGR,2022-03-09,19,19,0,2,10,9,8
871,VZ,2022-03-09,13,23,-18,25,11,10,11
872,W,2022-03-09,2,12,0,5,3,1,1
873,WAL,2022-03-09,14,14,0,233,18,10,4
874,WB,2022-03-09,12,37,-13,623,2,1,3
875,WBA,2022-03-09,17,17,0,1,14,12,10
876,WDAY,2022-03-09,20,20,0,1,13,10,9
877,WDC,2022-03-09,-6,0,-19,3,2,2,0
878,WEC,2022-03-09,3,11,0,4,-3,2,5
879,WES,2022-03-09,-5,0,-5,1,8,6,6
880,WFC,2022-03-09,9,18,-17,8,-7,-5,-1
881,WHR,2022-03-09,7,20,0,3,-2,-3,2
882,WIN,2022-03-09,39,42,0,148,13,15,17
883,WING,2022-03-09,-4,10,-19,8,1,-4,-1
884,WISH,2022-03-09,17,17,0,7,17,11,12
885,WIT,2022-03-09,-1,18,-17,24,2,0,6
886,WIX,2022-03-09,0,14,-13,7,2,7,5
887,WKHS,2022-03-09,10,19,-20,4,17,13,12
888,WM,2022-03-09,3,20,-19,7,2,0,0
889,WMB,2022-03-09,19,19,0,1,9,8,8
890,WMT,2022-03-09,4,22,-16,84,11,4,7
891,WOOF,2022-03-09,15,16,0,27,16,14,12
892,WPRT,2022-03-09,29,29,0,32,10,6,4
893,WRK,2022-03-09,15,15,0,1,9,9,8
894,WTER,2022-03-09,18,18,0,1,-1,0,2
895,WTI,2022-03-09,20,20,0,1,14,8,10
896,WTRE,2022-03-09,5,13,0,29,4,5,5
897,WTTR,2022-03-09,-20,0,-20,1,6,6,6
898,WU,2022-03-09,-7,19,-14,7,-2,-6,-3
899,WWR,2022-03-09,18,18,0,4,10,11,7
900,WY,2022-03-09,-5,0,-11,2,3,5,6
901,X,2022-03-09,0,18,-19,5,16,14,11
902,XEL,2022-03-09,17,17,0,207,17,12,10
903,XELA,2022-03-09,18,18,0,1,17,14,15
904,XELB,2022-03-09,26,26,0,207,17,12,11
905,XENE,2022-03-09,-1,0,-2,3,9,8,7
906,XERS,2022-03-09,19,19,0,2,7,9,9
907,XM,2022-03-09,0,0,0,1,2,2,5
908,XOM,2022-03-09,24,37,-16,116,1,-2,-3
909,XPEL,2022-03-09,0,0,0,1,0,1,4
910,XPO,2022-03-09,7,18,-11,7,9,9,9
911,XRAY,2022-03-09,7,7,0,1,8,6,7
912,XRX,2022-03-09,-19,0,-19,1,-6,-5,-2
913,XTNT,2022-03-09,0,0,0,1,2,5,10
914,XYL,2022-03-09,0,0,0,1,-2,3,5
915,YELP,2022-03-09,2,17,-17,33,-8,-3,1
916,YETI,2022-03-09,-9,10,-11,38,1,0,4
917,YEXT,2022-03-09,-1,18,-12,5,3,2,4
918,YNDX,2022-03-09,10,20,0,2,6,1,2
919,YY,2022-03-09,17,17,0,1,4,5,5
920,Z,2022-03-09,8,16,-7,15,-5,-9,1
921,ZEV,2022-03-09,20,20,0,1,12,12,8
922,ZG,2022-03-09,9,16,-16,12,-6,-9,-1
923,ZIM,2022-03-09,17,26,0,35,16,12,15
924,ZM,2022-03-09,5,15,-15,9,12,9,10
925,ZNGA,2022-03-09,20,20,0,1,13,10,9
926,ZOM,2022-03-09,8,11,0,3,19,22,20
927,ZS,2022-03-09,19,19,0,1,13,12,8
928,ZUO,2022-03-09,6,6,0,1,8,9,8
