symbol,timestamp,open,high,low,close,volume,trade_count,vwap,Lowest_5D,High_5D,Lowest_15D,High_15D,Stochastic_5,Stochastic_15,Stochastic_%D_5,Stochastic_%D_15,Stochastic_Ratio,TP,sma,mad,CCI,prev_close,Actual Returns,TR,ATR_12,ATR_26,ATR_Ratio
BCS,2021-03-15 04:00:00+00:00,9.99,10.09,9.85,10.08,9059580,14594,9.975439,,,,,,,,,,10.006666666666666,,,,,,,,,
BCS,2021-03-16 04:00:00+00:00,10.21,10.22,10.05,10.15,7729579,12506,10.142358,,,,,,,,,,10.14,,,,10.08,0.00694444444444442,0.16999999999999993,,,
BCS,2021-03-17 04:00:00+00:00,10.11,10.255,9.98,10.16,8060551,11252,10.106206,,,,,,,,,,10.131666666666666,,,,10.15,0.0009852216748769127,0.27500000000000036,,,
BCS,2021-03-18 04:00:00+00:00,10.1,10.29,9.975,10.0,8006991,13288,10.154087,,,,,,,,,,10.088333333333333,,,,10.16,-0.015748031496062964,0.3149999999999995,,,
BCS,2021-03-19 04:00:00+00:00,9.96,10.2,9.8,10.16,9678063,15941,10.043078,,,,,,,,,,10.053333333333333,,,,10.0,0.016000000000000014,0.3999999999999986,,,
BCS,2021-03-22 04:00:00+00:00,10.14,10.155,9.97,9.99,4435747,9101,10.042847,,,,,,,,,,10.038333333333334,,,,10.16,-0.0167322834645669,0.1899999999999995,,,
BCS,2021-03-23 04:00:00+00:00,9.95,10.053,9.795,9.82,5740206,9310,9.930621,,,,,,,,,,9.889333333333333,,,,9.99,-0.017017017017016967,0.2580000000000009,,,
BCS,2021-03-24 04:00:00+00:00,10.02,10.195,9.94,9.95,7077174,13069,10.080888,,,,,,,,,,10.028333333333332,,,,9.82,0.01323828920570258,0.375,,,
BCS,2021-03-25 04:00:00+00:00,9.86,10.13,9.8,10.11,9874855,15569,9.966897,,,,,,,,,,10.013333333333334,,,,9.95,0.016080402010050232,0.33000000000000007,,,
BCS,2021-03-26 04:00:00+00:00,10.12,10.163,9.91,10.06,8449741,12756,10.058221,,,,,,,,,,10.044333333333334,,,,10.11,-0.004945598417408381,0.2530000000000001,,,
BCS,2021-03-29 04:00:00+00:00,9.99,10.095,9.8943,10.0,10099971,15819,9.990686,,,,,,,,,,9.996433333333334,,,,10.06,-0.005964214711729698,0.2007000000000012,,,
BCS,2021-03-30 04:00:00+00:00,10.16,10.39,10.16,10.36,6738232,9993,10.306248,9.795,10.39,,,94.95798319327713,,,,,10.303333333333333,,,,10.0,0.03600000000000003,0.39000000000000057,,,
BCS,2021-03-31 04:00:00+00:00,10.37,10.4102,10.1941,10.23,5680168,10238,10.29033,9.795,10.4102,,,70.70871261378424,,,,,10.2781,,,,10.36,-0.012548262548262468,0.21609999999999907,0.28106666666666663,,
BCS,2021-04-01 04:00:00+00:00,10.19,10.215,10.1046,10.19,4869805,9622,10.162856,9.795,10.4102,,,64.20676202860854,,,,,10.169866666666666,,,,10.23,-0.003910068426197566,0.12540000000000084,0.27735000000000004,,
BCS,2021-04-05 04:00:00+00:00,10.35,10.3884,10.265,10.33,3203143,7226,10.303179,9.795,10.4102,,,86.96358907672308,,,,,10.327800000000002,,,,10.19,0.013738959764475034,0.19840000000000124,0.2709666666666668,,
BCS,2021-04-06 04:00:00+00:00,10.28,10.37,10.205,10.26,6021323,10604,10.285046,9.795,10.4102,,,75.5851755526658,,78.48444449301175,,,10.278333333333334,,,,10.33,-0.006776379477250738,0.16499999999999915,0.2584666666666668,,
BCS,2021-04-07 04:00:00+00:00,10.31,10.41,10.2722,10.36,4171515,8314,10.3335,9.795,10.4102,,,91.84005201560464,,77.86085825747726,,,10.3474,,,,10.26,0.00974658869395717,0.15000000000000036,0.23763333333333359,,
BCS,2021-04-08 04:00:00+00:00,10.29,10.365,10.205,10.34,4856300,8598,10.28767,9.795,10.4102,,,88.58907672301693,,81.43693107932378,,,10.303333333333333,,,,10.36,-0.0019305019305019266,0.16000000000000014,0.23513333333333364,,
BCS,2021-04-09 04:00:00+00:00,10.23,10.255,10.155,10.21,3045819,6193,10.204509,9.8,10.4102,,,67.19108489020007,,82.03379565164211,,,10.206666666666667,,,,10.34,-0.012572533849129486,0.1850000000000005,0.22905000000000028,,
BCS,2021-04-12 04:00:00+00:00,10.36,10.42,10.3,10.35,3213600,11127,10.361749,9.8,10.42,,,88.70967741935478,,82.38301332016844,,,10.356666666666667,,,,10.21,0.013712047012732542,0.20999999999999908,0.21530000000000019,,
BCS,2021-04-13 04:00:00+00:00,10.3,10.33,10.21,10.25,3459863,8192,10.262,9.8943,10.42,,,67.66216473273735,,80.79841115618277,,,10.263333333333334,,,,10.35,-0.009661835748792202,0.1399999999999988,0.19946666666666676,,
BCS,2021-04-14 04:00:00+00:00,10.23,10.43,10.21,10.31,4721106,8815,10.346444,9.8943,10.43,,,77.59940265073752,,77.95028128320932,,,10.316666666666668,,,,10.25,0.005853658536585371,0.21999999999999886,0.19671666666666665,,
BCS,2021-04-15 04:00:00+00:00,10.35,10.37,10.16,10.27,3888873,8732,10.244724,10.1046,10.43,,,50.82974800245849,,70.39841553909764,,,10.266666666666667,,,,10.31,-0.0038797284190107417,0.20999999999999908,0.19749166666666648,,
BCS,2021-04-16 04:00:00+00:00,10.39,10.51,10.39,10.5,3098458,7455,10.446802,10.1046,10.51,,,97.53330044400597,,76.46685864985882,,,10.466666666666667,,,,10.27,0.022395326192794496,0.2400000000000002,0.18499166666666644,,
